id,eng,afr,sot,nso,tsn,ssw,ven,tso,nbl,xho,zul,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info
icelda_academic_data_1283,reliable,betroubaar,tshepahalang,botegago/tiilego,- ikanyegang/tshepagalang,lonekutsenjwa,fulufhedzea,-tshembeka,-thembako,-ethembekayo,okungethenjwa,adj / adjective,likely to be correct or true / The journalist got the information from a reliable source. / likely to be correct or true; trustworthy / The journalist got the information from a reliable source. / that can be replicated / He demonstrated that the research was reliable by indicating how it was repeated with another group of respondents.,byvoeglike naamwoord,waarskynlik korrek of waar / Die joernalis het die inligting van ’n betroubare bron gekry.,adj / adjective,e ka ba e nepahetseng kapa nnete; tshepahala. / Moqolotsi wa ditaba o fumane dintlha ho mohlodi o tshepahalang.,adj / adjective,ge nyakišišo e tshepega e ra gore e ka boeletšwa. / O laeditše gore nyakišišo e be e tshepega ka go laetša ka moo e ilego ya boeletšwa ka sehlopha se sengwe sa batšeakarolo.,adj / adjective,-nang le kgonagalo ya go nepagala kgotsa go nna nnete; ikanyegang. / Mmegadikgang o bone tshedimosetso go tswa mo motsweding o o ikanyegang.,adj / adjective,kungenteka kutsi ilungile noma iliciniso / Lentsatseli itfole imininingwane emtfonjeni lotsembekile.,adj / adjective,u nga kha ḓi itwa hafhu. / O sumbedza u fulufhedzea ha risetshe nga a bula uri yo dovhololwa nga tshiṅwe tshigwada.,adj / adjective,ku languteriwa ku va xo lulama kumbe xa ntiyiso / N’wamahungu u kumile vuxokoxokom ku suka eka xitsalwana xo tshembeka.,adj / adjective,kungenzeka kube liqiniso; kuthembeke. / Umbikiindaba uthole iindaba emntwini amethembako.,adj / adjective,xa uphando luthembeka kuthethe ukuba lungaphindwa- phindwa. / Ubonisile ukuba uphando beluthembekile ngokubonisa ngalapho luye lwaphindwa nelinye iqela labalingwa.,adj / adjective,uma ucwaningo lungethenjwa kusho ukuthi lungaphindwa futhi. / Wabonisa ukuthi ucwaningo lwalwethembekile ngokubonisa ukuthi lwaphindwa futhi nelinye iqembu lalabo abaphendula imibuzo.
icelda_academic_data_1284,reluctance,onwilligheid,qeaqeo,. go se rate/go tšwafa,itsemeletso,kwala,timatima,vutikokamilenge,ukuzaza,ukunqena,ukungathandi,noun,a certain degree of unwillingness / The reluctance of the university to intervene led to an extended legal process / a certain degree of unwillingness / The reluctance of the university to intervene led to an extended legal process.,naamwoord,"’n sekere mate van teësinnigheid / Die onwilligheid van die universiteit om in te gryp, het gelei tot ’n uitgebreide regsproses.",noun,kgato e itseng ya ho tsilatsila. / Ho qeaqea ha yunivesithi ho namola ho bakile katoloso ya tshebetso ya molao.,noun,maemo a a rilego a go se ikgafe. / tsene gare go hlotše koketšo ya tshepetš ya semolao.,noun,selekano se se rileng sa go sa iketleetsang go se dira. / Itsemeletso ya yunibesithi ya go tsereganya e dirile gore go nne le tsamaiso e e atologileng ya semolao.,noun,lizinga lelitsite lekuvuma. / Kwala kwenyuvesi kutsi ingenelele kwaholela enchubeni leyeluliwe yetemtsetfo.,noun,u sa takalela u ita tshiṅwe tshithu. / U timatima ha yunivesithi kha u dzhena mafhungo awe zwo vhanga tshilengo.,noun,mpimo wo karhi wa nkalantsakelo. / Vutikokamilenge bya yunivhesiti ku nghenelela swi fikisile eka endlelo ro engeteleka ra xinawu.,noun,izinga elithileko lokungafuni. / Ukuzaza kweyunivesithi ukobana ilamule kubangele ikambiso ede yezomthetho.,noun,iqondo elithile lokungazimiseli. / Ukunqena kweyunivesithi ukungenelela kukhokelele kwinkqubo yezomthetho eyoluliweyo.,noun,izinga elithile lokungavumelani nento ethile. / Ukungathandi ukungenelela kwenyunivesi kwaholela ekutheni kube nenkinga yezomthetho eyadonsa isikhathi eside.
icelda_academic_data_1285,reluctant,onwillig,qeaqea,go se rate/go tšwafa,itsemeletsa,-ala,koloṅwa,ku tikoka milenge,-zaza,-nqena,ngokungathandi,adjective / verb,not wanting to do something / The research unit was reluctant to move due to the absence of natural light in the new offices. / not wanting to do something / move due to the absence of natural light in the new offices. / not wanting to do something / to the absence of natural light in the new offices.,byvoeglike naamwoord,wat iets nie wil doen nie / Die navorsingseenheid was onwillig om te trek weens die afwesigheid van natuurlike lig in die nuwe kantore.,verb,ho se rate ho etsa ntho e itseng. / Yuniti ya diphuputso e ne e qeaqea ho sebetsa ka lebaka la lesedi la tlhaho ka hara diofisi tse ntjha.,verb,go se nyake go dira se sengwe. / Yuniti ya dinyakišišo e be e sa rate go šutha ka lebaka la tlhokego ya go lesedi la tlhago mo go diofisi tše mpsha.,verb,go sa batle go dira sengwe. / Yuniti ya tlhotlhomiso e ne e itsemeletsa go suta ka ntlha ya go tlhokagala ga lesedi la tlholego mo dikantorong tsa bone tse dintšhwa.,verb,kungafuni kwenta intfo letsite. / Luphiko lwetelucwaningo belungafuni kusuka ngenca yekubate kukhanya kwemvelo kulamahhovisi lamasha.,verb,u sa ṱoḓa u ita tshiṅwe tshithu. / koloṅwa u pfuluwa ngauri ho vha hu si na vhudzulo havhuḓi ofisini ntswa.,verb,ku ka u nga lavi ku endla nchumu. / hikokwalaho ka mpfumaleko wa ku vonakala ka ntumbuluko eka tihofisi letintshwa.,verb,ukungafuni ukwenza okuthileko. / Iziko lokurhubhulula labe lizaza ukusuka ngesimanga sokungabikhona komkhanyo ema- ofisini amatjha.,verb,ukungafuni ukwenza into ethile. / Iyunithi yophando ibisonqena ukushenxa ngenxa yokungabikho kokukhanya kwendalo kwiiofisi ezintsha.,verb,ukungafuni ukwenza okuthile. / Uphiko olubhekene nokwenza ucwaningo lwalungathandi kahle ukuthutha ngoba akukho ukukhanya kwemvelo kumahhovisi amasha.
icelda_academic_data_1286,rely on,staatmaak op,,,,,,,,,,verb,to have confidence or faith in something / She relied heavily on the comments of her supervisor. / to need or depend on something / The disabled completely rely on their monthly disability grant.,werkwoord,iets nodig hê of daarvan afhanklik wees / Gestremdes maak volledig staat op hul maandelikse ongeskiktheidstoelae.,,,,,,,,,,,,,,,,,,
icelda_academic_data_1287,remark,aanmerking,hlalosa,swayaswaya,tshwaela,kuphawula,bula muhumbulo,vula,ukitshwayola,phawula,ukuphawula,noun / verb,"a (negative) comment about something / After the professor made certain remarks about the theory of evolution, some students made scathing remarks about him as a person. / a (positive) comment about something / After the professor made certain remarks about the theory of evolution, some students made scathing remarks about him as a person. / to say something with special reference to something else / While explaining complicated mathematical concepts, the lecturer jokingly remarks that students have to try to stay awake.",naamwoord / werkwoord,"’n (negatiewe) opmerking oor iets / Nadat die professor sekere [positiewe] opmerkings oor die evolusieteorie gemaak het, het sommige studente skerp [negatiewe] aanmerkings oor hom as persoon gemaak.",verb,"ho bua ntho e itseng mabapi le ntho e nngwe ka ho kgethehileng / Ha a ntse a hlalosa mehopolo e raraneng ya mmetse, lektjhara ka boswaswei o ile a hlalosa hore baithuti ba leke ho dula ba tsohile.",verb,"go bolela se sengwe o lebišitše go se sengwe / Ge o dutše o hlaloša dikgopolo tša go raragana tša mmetse, mofahloši o fa ditshwayotshwayo ka go swaya gore baithuti ba swanetše go dula ba phafogile.",verb,"go bua sengwe malebana le se sengwe ka tsela e e kgethegileng / Fa a ntse a tlhalosa dikgopolo tse di raraaneng tsa dipalo, motlhatlheledi o tshwaela ka go dira motlae a re baithuti botlhe ba tshwanetse go leka go nna ba tsogile.",verb,"kusho lokutsite ngekukhomba lokukhetsekile kulokunye / Ngesikhatsi uchaza imicondvo eyinkimbinkimbi yetibalo, umfundzisi usho ngelihlaya kutsi bafundzi kufanele bazame kuhlala baphapheme.",verb,"u amba tshithu ho sedzwa lwo khetheaho kha tshiṅwe tshithu / Musi vha tshi ṱalutshedza miṱalukanyo ya metse I konḓaho, mugudisi vha tshi khou swaswa vho bula muhumbulo wa uri hu tea u lingedzwa u dzula muthu o fhaṱuwa.",verb,"ku vula swin’wana hi nkongomiso wo hlawuleka eka xilo xin’wana / Loko hi xinkadyana u hlamusela tinongoti to tika ta swa matematiki, muleteri hi misawu u vula leswaku machudeni va fanele ku ringeta ku tshama va hanyanyile.",verb,"ukutjho okuthileko ngokukhomba okukhethekile kokunye / Ngenkathi echaza imiqondo eyihlangahlangano yezibalo, umfundisi usho ngehlaya bonyana abafundi kufaneleko bazame ukuhlala bevukile.",verb,"ukutsho into ngongqinisiso olukhethekileyo kwenye into / Ngexa ecacisa imiba enzima yemathematika, umhlohli uphawula eqhula ngokuba abafundi bazame ukuhlala bengalalanga.",verb,"ukusho okuthile ngokubhekisela ngokukhethekile kokuthile / Ngenkathi echaza izibalo ezididayo, umfundisi waphawula ngokuhlekisayo ukuthi abafundi kufanele bahlale baphapheme."
icelda_academic_data_1288,remove,verwyder,tlosa,tloša/šuthiša/šutha,tlosa,susa,ṱusa,-susa,-susa,-susa,susa,verb,to take something away / It is important to remove impurities before mixing the two substances.,werkwoord,iets wegvat / Dit is belangrik om onsuiwerhede te verwyder voordat jy die twee stowwe meng.,verb,ho tlosa ntho e nngwe. / Ho molemo ho tlosa ditshila pele o ka tswaka dintho tse pedi.,verb,go tloša se sengwe. / Go bohlokwa go tloša ditšhila pele go ka hlakantšhwa dilo tše pedi.,verb,go ntsha sengwe. / Go botlhokwa go tlosa dilo tse di sa itshekang pele o tswakanya dire tse pedi.,verb,kususa intfo. / Kubalulekile kutsi ususe kungcola ngembi kwekutsi uhlanganise letintfo letimbili.,verb,u dzhia tshithu. / Zwo tea uri ti thome nga u ṱusa zwikhakhisi zwoṱhe musi ri sa athu ṱanganyisa zwithu zwivhili.,verb,ku tekela un'wana xin'wana. / Swi ni nkoka ku susa leswi nga dzikangiki ku nga se pfanganisiwa swiendliwa swimbirhi.,verb,ukususa into. / Kuqakathekile ukususa koke okungakalungi ngaphambi kokuhlanganisa izinto ezimbili.,verb,ukususa into. / Kubaluleke kakhulu ukususa izinto ezingcolileyo phambi kokuxuba izinto ezimbini.,verb,ukuthatha into uyisuse. / Kubalulekile ukususa izinto ezingalungile ngaphambi kokuba uxube lezi zinto zombili.
icelda_academic_data_1289,Renaissance,Renaissance,Tsosoloso,Tsošološo,Kgabaganyo,i-Renaissance,Mbebuluwo,Mpfuxeto wa ndhuma,Ukuvuselelwa ngobutjha,Uvuselelo,Inkathi Yenguquko,noun,"transition phase between the Middle Ages and the modern era / In die West, the Renaissance is generally regarded as the beginning of modern times. / transition phase between the Middle Ages and the modern era / regarded as the beginning of modern times.",naamwoord,oorgangsfase tussen die Middeleeue en die moderne era / In die Weste word die Renaissance algemeen as die begin van die moderne tyd beskou.,noun,"phetoho bakeng sa Middle Ages le mehla ya hona jwale / Dinaheng tsa Bophirimela, Tsosoloso ka kakaretso e tadingwa jwalo ka tshimoloho ya mehla ya hona jwale.",noun,nako ya go fetoga gare ga Mengwaga ya Gare mo nakong ya sebjalebjale / Ka Bodikela Tsošološo ka kakaretšo e tšewa go ba mathomo a sebjalebjale.,noun,"motlha wa go kgabaganya magareng ga Metlha ya Bogare le motlha wa gompieno / Kwa Bophirima, Kgabaganyo gantsi e tsewa e le tshimologo ya motlha wa gompieno.",noun,"sigaba sengucuko phakatsi kweSikhatsi Lesisemkhatsini nesikhatsi samanje / E-die West, i-Renaissance ngalokuvamile ibukwa njengekucala kwetikhatsi tanamuhla.",noun,"ḽiga ḽa tshanduko vhukati ha Mafhingakati na tshifhinga tsha musalauno / Kha ḽa Vhukovhela, Mbebuluwo kanzhi dzhiiwa sa mathomo a zwifhinga zwa musalauno.",noun,"xiyenge xa cinco exikarhi ka Middle Ages na mikarhi ya manguvalawa / EVupeladyambu, Mpfuxeto wa ndhuma hi ku angarhela wu tekiwa tanihi mikarhi ya masungulo manguvalawa.",noun,"isigaba soguquko phakathi kweNkathi Ephakathi nesikhathi samanje / E-die West, i-Renaissance ngokuvamile ibhekwa njengokuqala kwezikhathi zanamuhla.",noun,"isigaba sotshintsho esiphakathi kwethuba lezembali eYurophu elisuka ekuweni kobuKumkani bamaRoma kunye nethuba lala maxesha / ENtshona, uVuselelo luthathwa jikekeke njengesiqalo sala maxesha.",noun,inguquko phakathi neNkathi Ephakathi nenkathi yesimanje / Yenguquko ibhekwa njengesiqalo sezikhathi zesimanje
icelda_academic_data_1290,renaissance,renaissance,tsosoloso,tsošološo,tsosoloso,kuvuselelwa,mbebuluwo,mpfuxeto,ukuvuselelwa,uvuselelo,inguquko,noun,"revival, especially in the fields of the arts and literature / The term African Renaissance was born from the view that developing African states and their people are reviving culturally, scientifically and economically.",naamwoord,"opbloei, veral op die gebied van die kunste en letterkunde / Die term Afrika-renaissance is gebore uit die siening dat ontwikkelende Afrikastate en hul mense kultureel, wetenskaplik en ekonomies herleef.",noun,"ho tsosolosa, ka ho kgethehileng makaleng a bonono le dibuka / Polelo ya Tsosoloso ya Afrika e hlahile ka maikutlo a ho ntshetsa pele dinaha tsa Afrika le batho ba tsona ka ho tsosolosa ditso, saense le ekhonomi.",noun,"tsošološo, kudu ka dikarolong tša bokgabo le dingwalwa / Lereo Tsošološo ya Afrika e tšwa go kgopolo ya gore mebušo ya Afrika yeo e kaonafalago le batho ba yona ba tsošološa ka setšo, ka go kwagala le ekonomi.",noun,"tsosoloso bogolo jang mo go tsa botaki le dibuka / Lereo African Renaissance le tserwe mo ponong ya gore dinaga tsa Aforika tse di sa ntlheng di tlhabologa le batho ba tsone ba a tsosoloswa mo setsong sa bone, mo go tsa saense le mo ikonoming.",noun,"imvuselelo, ikakhulukati emkhakheni wetebuciko nemibhalo / Ligama lelitsi i-African Renaissance latalwa ngembono wekutsi emave asatfutfuka ase-Afrika kanye nabantfu bawo bavusa emasiko, isayensi kanye netemnotfo.",noun,"mvusuludzo, nga maanḓa kha sia ḽa vhutsila na maṅwalwa / Themo ḽa Mbebuluwo ya Afrika ḽo bebiwa u bva kha kusedzele kwa uri mashango a Afrika, ane a khou bvelela na vhathu vhao a khou vusuludzwa lwa mvelele, lwa saintsi na lwa ikonomi.",noun,"mpfuxeto, ngopfungopfu ka swiyenge swa vutshila na matsalwa / Theme ra Mpfuxeto wa Xiafrika wu velekiwile ku suka eka mavonelo ya leswaku matiko ya Afrika na vanhu va kona va le ku pfuxeteni mayelana ni ndhavuko, hi xisayense na tirhiselo ra ikhonomi hi vukheta.",noun,"imvuselelo, khulukhulu emkhakheni wezobukghwari nemitlolo / Igama elithi i-African Renaissance lazalwa ngombono wokuthi amazwe asathuthuka ase- Afrika kanye nabantu bawo bavusa amasiko, isayensi kanye nezomnotho.",noun,"ukuvuselela, ingakumbi kwiinkalo zobugcisa noncwadi / Igama elithi uVuselelo lweAfrika lazalwa kumbono wokuba amazwe asaphuhlayo aseAfrika kunye ynabantu bawo bayavuseleleka ngokwenkcubeko, inzululwazi nangoqoqosho.",noun,"imvuselelo, ikakhulukazi emikhakheni yobuciko nezemfundo / Igama elithi Inkathi Yenguquko yaseAfrika laqaliswa umbono wokuthi amazwe wase-Afrika asathuthuka nabantu bakhona basazivuselela ngokwesiko, ngokwesayensi ngisho nangokwezomnotho."
icelda_academic_data_1291,render,lewer,baka,nea/gafela/dira/fetola,dira gore,enta,ita,-endla,-bangela,-bonisa,enza,verb,to cause something to be a certain way / New technology renders older technology obsolete. / to give something to somebody / She rendered her services to the shelter free of charge. / to show something in a certain way in a work of art / The horse is poorly rendered in the painting.,werkwoord,iets aan iemand gee / Sy het haar dienste gratis aan die skuiling gelewer.,verb,ho baka ntho e itseng hore e be ka tsela e itseng. / Theknoloji e ntjha e baka hore theknoloji ya kgale e be e tsofetseng.,verb,go fa se sengwe go yo mongwe. / O gafela ditirelo tša gagwe go botšhabelo mahala.,verb,go dira gore sengwe se nne ka tsela e e rileng. / onale.,verb,kwenta intfo kutsi iba ngandlela tsite. / Ithekinoloji lensha yenta kutsi ithekinoloji lendzala ingabe isaseenta.,verb,u ita uri tshithu tshi vhe nga nḓila nngede. / Thekhinoḽodzhi ntswa i ita uri ya kale i ngalangale.,verb,ku endla leswaku xin'wana xi va hi ndlela yo karhi. / Thekinoloji leyintshwa yi endla leswaku thekinoloji ya khale yi nga ha pfuni nchumu.,verb,ukubangela into bona ibe ngenye indlela. / Ithekhnoloji etja yenza bona ithekhnoloji edala ingasasetjenziswa.,verb,ukubonisa into ngendlela ethile kumsebezi wenkcubeko. / Ihashe lizotywe kakubi kumzobo.,verb,ukuba yimbangela ukuthi into ethile ibe ngendlela ethile. / Ubuchwepheshe obusha benza ukuthi ubuchwepheshe obudala buvele bungabe busasebenza.
icelda_academic_data_1292,replica,replika,setshwantsho,kopi,setshwani,lokufana naloko,nyedziselo,xifanisofana,okufuziselayo,ikopi,okufuziselayo,noun,exact imitation of the original / The replica of the Van Gogh painting will not achieve nearly as much at the auction as the original. / exact imitation of the original / will not achieve nearly as much at the auction as the original.,naamwoord,presiese namaaksel van die oorspronklike / Die replika van die Van Gogh-skildery sal nie naastenby soveel soos die oorspronklike op die veiling behaal nie.,noun,ntho e etsisang ka nepo ntho ya mantlha / Setshwantsho sa metako ya Van Gogh se ke ke sa rekwa ka tjhelete e ngata fantising jwalo ka tsa mantlha.,noun,go ekiša thwii ya botšo / Kopi ya seswantšho sa Van Gogh e ka se fihelele tše dintši fantising bjalo ka tša botšo.,noun,setshwani sa setshwantsho sa ntlha / Setshwantsho se se tshwanang kgo le se se takilweng sa ga Van Gogh ga se ye go dira madi a a tshwanang le sa ntlha ntlha kwa fantising.,noun,kulingiswa ngco kwekucala / Umfutiselo wemdvwebo waVan Gogh ngeke uftfole kangako endalini njengalowo wekucala.,noun,nyedziselo thwii ya tsha vhukuma / Gogh a i nga ḓo swikelela zwi re tsini na zwa ya vhukuma kha vandisi.,noun,xipimelo xo encenyeto hi xiviri / Xifanisofana xa Van Gogh xo pendiwa a xi nga ta fikelela na katsongo swinene ngopfu eku fandisi tanihi ya xiviri.,noun,ukulingiswa ngqo kwamambala / Umfuziselo womdwebo kaVan Gogh ngeke ufinyelele pheze endalini njengasekuqaleni.,noun,into efana ngqo neyokuqala / Ikopi yomzobo kaVan Gogh ngeke uphumeze okuphantse kulingane nokowokuqala efandesini.,noun,okufuze okungokoqobo / Okufuziselayo komdwebo kaVan Gogh ngeke kuzuze okungako endalini njengomdwebo ongokoqobo.
icelda_academic_data_1293,replicate,herhaal,pheta,kopa,boeletsa,phindza,fanedza,-vuyelerisa,-buyelela,-yenza ikopi,veza ngokufanayo,verb,to produce the same thing again / His research replicates previous work done by his colleagues.,werkwoord,weer dieselfde ding produseer / Sy navorsing herhaal vorige werk wat deur sy kollegas gedoen is.,verb,ho hlahisa ntho e tshwanang hape. / Diphuputso tsa hae di pheta mosebetsi wa pele o entsweng ke basebetsimmoho.,verb,go tšweletša selo sa go swana gape. / Nyakišišo ya gagwe e kopišitše mošomo wa peleng wo o dirilwego ke bašomikayena.,verb,go ntsha selo se le sengwe gape. / Tlhotlhomiso ya gagwe e boeletsa tiro e e dirilweng ke badirammogo ba gagwe.,verb,kukhicita yona lentfo futsi. / Lucwaningo lwakho luphindza umsebenti waphambilini lowentiwe ngulabo lasebenta nabo.,verb,u bveledza tshithu tshithihi hafhu. / Risetshe yawe i fanedza mishumo ya u ranga ye ya itwa nga vhashumisani nae.,verb,ku humesa nchumu lowu fanaka nakambe. / Ndzavisiso wakwe wu vuyelerisa ntirho lowu nga hundza lowu endliweke hi vatirhikulobye.,verb,ukukhiqiza into efanako godu. / Irhubhululo lakhe libuyelela umsebenzi osekhe wenziwa balingani bakhe ngaphambilini.,verb,ukuvelisa into efanayo kwakhona. / Uphando lwakhe luphinda imisebenzi yangaphambili eyenziwe ngoogxa bakhe.,verb,ukukhiqiza into efanayo futhi. / Ucwaningo lwakhe luveza ngokufanayo umsebenzi waphambilini owenziwe ozakwabo.
icelda_academic_data_1294,reply,antwoord,araba,araba,araba,phendvula,fhindula,angula,phendula,phendula,phendula,verb,"end of a debate / reply to the minister’s speech. / give an answer / M. asked the officer what the problem was, to which the policeman replied he was under arrest for drunken driving. / react to an opponent’s arguments at the end of a debate / Members of Parliament have the right to reply to the minister’s speech.",werkwoord,"’n antwoord gee / M. het die beampte gevra wat die probleem was, waarop die polisieman geantwoord het dat hy in hegtenis geneem is weens dronkbestuur.",verb,ho araba dipolelo tsa mohanyetsi kamora sephetho sa puisano / Ditho tsa Palamente di na le tokelo ya ho araba puo ya letona.,verb,"efa karabo / M. o botšiša bohlankedi gore bothata e be e le eng, moo lephodisa le arabilego gore o swaretšwe go otlela a nwele.",verb,"naya karabo / M. O ne a botsa motlhankedi gore bothata ke eng, mme lepodise la araba la re o ne a tshwaretswe go kgweetsa a tagilwe.",verb,"nika imphendvulo / M. ubute liphoyisa kutsi yini inkinga, liphoyisa laphendvula latsi uboshelwe kushayela anatsile.",verb,"u fha phindulo / Vho M vho vhudzisa muofisiri uri thaidzo yo vha I mini, zwe pholisa ḽa fhindula uri vho vha vho farelwa u reila vho kambiwa.",verb,ku angula eka mijhekanjhekisano ya mukaneti emakumu ka njhekanjhekisano / Swirho swa Palamende swi na mfanelo yo angula eka mbulavulo wa holobye.,verb,kwepikiswano / enkulumweni kaNgqongqoshe.,verb,"nika impendulo / U-M. ubuze igosa ukuba ibiyintoni ingxaki, apho ipolisa liphendule ngokuba ubanjelwe ukuqhuba enxilile.",verb,"nikeza impendulo / UM. wabuza umphathi ukuthi empeleni yayiyini inkinga, iphoyisa laphendula ngokuthi wayeboshelwa ukushayela edakiwe."
icelda_academic_data_1295,report,verslag,tlaleha,l bega,bega,bika,muvhigo,vika,bika,ingxelo,bika,noun / verb,communication on a matter after it has been thoroughly investigated / The Minister of Education’s report on the inadequate provision of textbooks will be released today. / give an account of something / Students who study Social Work have to report on conditions in informal residentia areas at the end of the semester. / give an account of something / Students who study Social Work have to report on conditions in informal residential areas at the end of the semester. / give an account of something / report on conditions in informal residential areas at the end of the semester.,naamwoord / woordgroep,kommunikasie oor ’n saak nadat dit deeglik ondersoek is / Die Minister van Onderwys se verslag oor die onvoldoende voorsiening van handboeke word vandag bekend gemaak.,noun / verb,ho fana ka tlaleho nthong e itseng / Baithuti ba etsang Mosebetsi wa Setjhaba ba tlameha ho tlaleha boemo dibakeng tsa bodulo bo sa hlophiswang semmuso qetellong ya semestara.,noun / verb,go fa tlhalošo ya se sengwe / Baithuti bao ba ithutelago Bodirela Leago ba swanetše go bega ka maemo mekhukhung mafelelong a semetara se sengwe le se sengwe.,noun / verb,naya pego ya sengwe / Baithuti ba ba ithutang ka Tiro ya Loago ba tshwanetse go bega ka maemo a a leng teng kwa mafelong a mekhukhu kwa bofelong tsa setlha seno.,noun / verb,kuchumana ngendzaba ngemuva kwekutsi seluphenywe kahle / Utokhishwa namhlanje umbiko weNdvuna yeteMfundvo ngekunganiketwa ngalokwanele kwetincwadzi tekufundza.,noun / verb,vhudavhidzani nga ha mafhungo nga murahu ha musi o ṱoḓisiswa nga vhuronwane / Muvhigo wa Minisiṱa wa Pfunzo kha nḓisedzo yo linganelaho ya bugupfarwa u ḓo bviswa ṋamusi.,noun / verb,ku nyika vutihlamuleri eka xin’wana / fanele ku vika swiyimo eka tindhawu ta vutshamo emakumu ka simesitara.,noun / verb,nikela ukulandisa kokuthileko / Abafundi abafunda iSocial Work kufaneleko babike ngezimo ezindaweni zokuhlala ezingahlelekile ekupheleni kwenyanga.,noun / verb,unxibelelwano ngomba emva kokuba uphandisisiwe / Ingxelo yoMphathiswa wezeMfundo ngolungiselelo olungonelanga lweencwadi zezikhokelo ziza kukhutshwa namhlanje.,noun / verb,nikeza umbiko wokuthile / Abafundi abafundela Umsebenzi Wobuhlalakahle kufanele babike ngezimo zasezindaweni ezingakhiwe kahle ekupheleni kwezinyanga eziyisithupha.
icelda_academic_data_1296,reproduce,reproduseer,hlahisa,kopiša/bušološa/tšweletša,boeletse,khicita futsi,bveledza,andzisa,-kopa,-fanekisela,isho ngamagama wakho,verb,"to copy / The publisher gave him permission to reproduce the book. / to copy / reproduce the book. / to put into own words / Some lecturers expect students to reproduce the views of other writers verbatim. / to repeat the original as far as possible / Cancer occurs when abnormal cells grow, reproduce and form a tumour.",werkwoord,"die oorspronklike so getrou moontlik herhaal / Kanker kom voor wanneer abnormale selle groei, reproduseer en ’n gewas vorm.",verb,ho beha ka mantswe a hao / Dilektjhara tse ding di lebeletse baithuti ho hlahisa maikutlo a bangodi ba bang lentswe ka lentswe.,verb,go kopa. / Mogatiši o mo file tumelelo ya go kopolla puku.,verb,go baya ka mafoko a gago / Batlhatlheledi bangwe ba lebeletse gore baithuti ba boeletse dipono tsa bakwadi ba bangwe fela jaaka ba ba di kwadile.,verb,kukopa. / Umshicileli wamnika imvume yekutsi akhicite lencwadzi futsi.,verb,"u dovholola tsha vhukumavhukuma nga hune zwa konadzea ngaho / Khentsa i itea musi sele dzi songo ḓowelea, dzi tshi bveledza na au sika tshizwimbo.",verb,"ku vuyelela ka xiviri tanihi leswi kotekaka / Mfukuzani yi humelela loko tisele ti kula hi ndlela leyi nga tolovelekangiki, ti andzisa na ku vumba xifambi.",verb,ukukopa. / Umvezi-mtlolo unikele imvumo yokwenza incwadi ngobutjha.,verb,ukukopa. / Umpapashi umnike imvume yokuvelisa kwakhona incwadi.,verb,ukusho ngamagama wakho / Abafundisi abaningi balindele ukuthi abafundi basho ngamagama wabo imibono yabanye ababhali.
icelda_academic_data_1297,reproduced,gereproduseer,hlahisitsweng,tšweletšago,boeletsa,kukhicitwe kabusha,bveledzwaho,-andzisiwa,kukhiqizwe ngobutjha,fanisele kanye,kukhiqizwe kabusha,adjective,exactly or almost exactly like the original / Reproduced facts just mean that the person is parroting someone else’s statements.,byvoeglike naamwoord,presies of byna net soos die oorspronklike / Gereproduseerde feite beteken gewoon dat die persoon iemand anders se stellings napraat.,adjective,e batlang e tshwana hantle le ya mantlha / Dintlha tse hlahisitsweng di bolela hore motho o etsisitse lentswe ka lentswe dipolelo tsa motho e mong.,adjective,ka moo dilego ka gona goba go nyaka go swana le tva mathomo / Tšweletšago dintlha go ra gore motho o utswa ditatamente tša motho yo mongwe.,adjective,gore go tshwane kgotsa go batle go tshwana kgo le ga ntlha / Dintlha tse di boeleditsweng di raya fela gore motho o boeletsa mafoko a motho yo mongwe fela jaaka a ntse.,adjective,ncamashi noma icishe ifane ncamashi neyasekucaleni / Emaciniso lakhicitwako asho nje kutsi umuntfu ushaya titatimende talomunye umuntfu.,adjective,u fana kokotolo ka a u elana vhukuma na tsha vhukuma / Mbuno dzo bveledzwaho dzi tou amba fhedzi uri muthu u khou edzisela tshitatamende tsha muṅwe muthu.,adjective,hi ku kwatsaa kumbe katsanana hi ku kwatsaa ku fana na xa xiheri / Ku andzisa timhaka ntsena swi hlamusela leswaku munhu u le ku encenyeteni ka switatimente swa un’wana munhu.,adjective,patsi nanyana ipheze ifane ncamashi neyekuthomeni / Amaqiniso akhiqizwayo asho nje bonyana umuntu utjhaya iintatimende zomunye umuntu.,adjective,ngqo okanye phantse njengokokuqala / Imiba efaniselwe kanye ithetha nje ukuba umntu ulinganisa iingxelo zomnye umntu.,adjective,okufana noma okucishe kufane nokungokoqobo / Amaqiniso akhiqizwe kabusha asho ukuthi umuntu uphinda izitatimende zomunye umuntu.
