id,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
statssa_multilingual_statistical_terminology_672,PES,NTO,I-PES,IPES,iPES,PES,PES,TMPB,i-PES,PES,MENV,category: Population Census,definition: See post-enumeration survey.,natellingopname,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_673,Place of birth,Geboorteplek,Indawo yamabeletho,Indawo yokuzalwa,Indawo yokuzalwa,Lefelo la tswalo,Sebaka sa tswalo,Lefelobotsalo,"Indzawo lotalelwe kuyo, lawutalelwe khona",Flua/hethu ha mabebo,Ndhawu ya ku velekiwa,category: Population Census,"definition: For persons born in South Africa, the province where the person was born, according to the present geography. For foreign-born persons, the country where the person was born.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_674,Place of enumeration,Telplek,Indawo yokubalela,Indawo yobalo,Indawo umuntu abalelwe kuyo,Lefelo la mmalobatho/palobatho,Sebaka sa ho bala,Lefelo la palobatho,Indzawo lobalelwe kuyo,Fhethu ha mbalavhathu,Ndhawu ya nhlayelo,category: Population Census,"definition: The place where the person was on census night (in a de facto census), whether or not this is his/her usual place of residence.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_675,Place of usual residence,Gewone woonplek,Indawo ohlala kiyo,Indawo yokuhlala yesiqhelo,Indawo avame ukuhlala kuyo,Lefelo la bodulo la tlwaelo/la ka mehla,Sebaka sa tlwaetso,Bonno ba ka gale,Indzawo lovamisa kuhlala kuyo,Vhudzulo ha misi,Ndhawu laha munhu a talaka ku tshama kona,category: Population Census,definition: The geographical place where the person resides four nights a week on average. Usually collected at subplace level.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_676,Population census,Bevolkingsensus,Ibalopheleleko labantu,Ubalo lwabantu/ubalo-bantu,Ukubalwa kwabantu,Mmalobatho/palobatho,Palasetjhaba,Palobatho ya baagi,Lubalo lwebantfu,Mbalavhathu / sentsasi,Nhlayelo wa vanhu,category: Population Census,definition: A survey conducted on the whole population.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_677,Post- enumeration phase,Natellingsfase,Isigaba sangemva kwebalo/kokubala,Isigaba esisemva kobalo,Isigaba esilandela ukubalwa kwabantu,Legato la ka morago ga palobatho/mmalobatho,Mokgahlelo ka mora ho bala,Kgato ya morago ga palobatho,Sigaba emva kwekubala,Lua/iga thevhelambalavhathu,Nkarhi endzhaku ka nhlayelo wa vanhu,category: Population Census,definition: The stage of the census after all questionnaires have been administered and collected.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_678,Post-enumeration survey,Natellingopname,Ihlolo yangemva kwebalo/kokubala,Uhlolo emva kobalo,Ucwaningo olulandela ukubalwa kwabantu,Tekolo ya ka morago ga palobatho/tekolo ya ka morago ga mmalobatho,Dipatlisiso ka mora ho bala,Tlhotlhomiso ya morago ga palobatho,Isaveyi emuva kwekubala,Tsedzuluso savei thevhelambavhathu,Mbalango endzhaku ka nhlayelo wa vanhu,category: Population Census,definition: A sample survey conducted immediately after the census to evaluate the census. Adjustments for undercount or overcount are then made to the census results based on the results of the PES.,NTO,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_679,Pre-enumeration phase,Voortellingsfase,Isigaba sangaphambi kwebalo/kokubala,Isigaba esandulela ubalo,Isigaba esandulela ukubalwa kwabantu,Legato la pele ga palobatho/legato la pele ga mmalobatho,Mokgahlelo wa pele ho balwa,Kgato ya pele ga palobatho,Sigaba ngembikwekubala,Lua/iga thangelambalavhathu,Nkarhi wo rhangela nhlayelo wa vanhu,category: Population Census,definition: The stage of the census during which all preparatory work is carried out.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_680,Relationship to the head or acting head of the household,Verwantskap met huishoudingshoof of waarnemende huishoudingshoof,Ubuhlobo nehloko yomuzi namkha nomjaphethe wehloko yomuzi,Ubudlelwane nentloko yomzi okanye nebambela-ntloko yomzi,Ubuhlobo nenhloko noma ibambanhloko yekhaya,Kamano le hlogo goba moswarelahlogo wa lapa,Dikamano le hlooho kapa motshwaredi wa hlooho ya lelapa,Kamano le tlhogo/kemeditlhogo ya lelapa,Kuhlobana nenhloko nobe libambelanhloko lelikhaya,Vhushaka kha hoho kana hohopfareli ya mua / haya,Vuxaka exikarhi ka muhlayiwa na nhloko ya ndyangu kumbe mukhomeri wa nhloko ya ndyangu,category: Population Census,"definition: Relationship through blood, marriage, adoption or other circumstance.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_681,Resolved case,Opgeloste geval,Umraro orarululiweko,Umba osonjululweyo,Ukuhambelana kokubala,Papeto ye e atlegilego,Nyewe e rarolotsweng,Kgetse e e rarabolotsweng,Kuvumelana kwelubalo,Fhungoladzwa,Mhaka leyi lulamisiweke,category: Population Census,"definition: A case, of a person, household or a questionnaire, where matching between the census and the post-enumeration survey is successful.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_682,Undercount,Ondertelling,Ibalongaphasi,Ukubala nganeno,Ukubalela nganeno,Palotlhaelelwa,Ba sa balellwang,Palelotlase,Kushiyeka,Mbalahahedza,Nhlayelohansi,category: Population Census,definition: The number of people or households that were not counted in the census.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_683,Unresolved case,Onopgeloste geval,Umraro ongakararululwa,Umba ongasonjululwanga,Ukungavumelani kobalo,Palo ye e sa atlegago,Nyewe e sa rarabollwang,Kgetse e e sa rarabololwang,Kungavumelani kwelubalo,Fhungo tshayandadzwa,Mhaka leyi nga lulamisiwangiki,category: Population Census,"definition: A case, of a person, household or questionnaire, where matching between the census and the post-enumeration survey fails because of a lack of adequate information or because responses differ.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_684,Absolute poverty line,Absolute armoedegrens,Izinga lobuchaka bokugcina,Iqondo lendlala eligqithisileyo,Izinga eliphezulu lobuphofu/lobubha,Legatokgao la bodiididiidi,Moedi wa bofutsanafutse,Kemo ya lehumatota; boikaparitota,Labaphuye mbamba,Tshikalavhushai tsha vhukuma,Mpimo wa vusweti wa xiheri,category: Poverty,definition: That level of the standard of living measure below which a household is unable to meet its basic needs.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_685,Decomposable poverty index,Ontbindbare armoede-indeks,Ikomba yokutjhiyana kobuchaka,Isalathiso sokwaphula amandla endlala,Inkomba yezinga eliphezulu lobuphofu/lobubha,Legatokgao la bodiididiidi,Tshupane ya maemo a bofutsana,Tshupakemo ya lehuma,Kulinganisa lizinga lekungalingani lebuphuya,Tshikala tshayandinganelo ya vhushai,Xikombo xa vusweti xa nkandzingano,DPI or P / category: Poverty,"definition: Measure of the degree of inequality among the poor.
Note: The DPI is considered conventional and measures the incidence of poverty and the degree of inequality among the poor using an aversion parameter and determines the proportionate decrease from the poverty line. It also shows the living standards and relates them to the population at large.",OAI,,i-DPI namkha i-P2,,iDPI okanye i P2,,i-DPI nomaP2,,,,DPI kapa P2,,,,,,DPI kana P2,,,
statssa_multilingual_statistical_terminology_686,Expenditure gap ratio,Bestedingsgaping-verhouding,Iretjhiyo yokutjhiyana kweendleko,Umlinganiselo womsantsa wenkcitho,Isilinganiso segebe lezindleko,Tekanyokelo ya magato a ditshenyagalelo,Tekanyo ya sekgeo sa ditshenyehelo,Sekgalakabo sa ditshenyegelo,Sichatsanisosibalo seligebe lenchitfo,Tshikhala tsha ndivhanele ya tshinyalelo,Mpimoxiave wa vangwa ra ntirhiso,EGR / category: Poverty,definition: Measure that considers the degree of poverty and the extent to which expenditure of the poor lies below the poverty line.,BGV,,i-EGR,,iEGR,,i-EGR,,,,,,,,,,EGR,,MVN,
statssa_multilingual_statistical_terminology_687,Gini index,Gini-indeks,Ikomba ka-Gini,Isalathiso seGini,Inkomba kaGini,Kelothupeto ya Gini,Tshupane ya Gini,Tshupane ya ga Gini,Inkhomba yaGini,Tshikaladzhini,Xikombo xa Gini,category: Poverty,"definition: Index that shows how close a given distribution of income is to absolute equality or inequality.
Note: The Gini coefficient is the ratio of the area between the 45-degree line and the Lorenz curve and the area of the entire triangle. As the coefficient approaches zero, the distribution of income or consumption approaches absolute equality, and absolute inequality if it approaches 1.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_688,Head-count ratio,Armes: bevolking-verhouding,Iretjhiyo yokubala ihloko,Umlinganiselo wobalo lwabantu abakhoyo,Isilinganiso sokubala umuntu ngamunye,Tekanyokelo hlogo ka hlogo,Karolo ya mafutsana setjhabeng; palo ya motho ka mong,Kabopalelo ya tlhogo ka tlhogo,Sichatsanisosibalo sekubala umuntfu ngamunye,Ndivhanele ya muthu nga muthu ya vhushai,Mpimoxiave wo hlayela hi nhloko,HCR or P0 / category: Poverty,"definition: The percentage or proportion of persons taken to be poor, in relation to the total population in a given country, region, etc. In other words, it is the proportion of the population whose standard of living is lower than the country-specific poverty line (usually measured in terms of income or consumption).",,,i-HCR namkha i-P0,,iHCR okanye iPO,,,,,,,,,,i-HCR noma i-PO,,HCR kana P0,,,
statssa_multilingual_statistical_terminology_689,Minimum acceptable standard of living,Minimum aanvaarbare lewenstandaard,Ubuncani bezinga lepilo obulungileko/obamukelekako,Ubuncinane obamkelekileyo bomgangatho wokuphila,Izinga elamukelekile lokuphila,Minimamo ya maemo a bophelo a a amogelegago,Maemo a tlase a amohelehang a bophelo,Maemotlase a a amogelesegang a botshelo,Lizingancane lemphilo lelemukelekile,Tshiimohanganedzwa tsha fhasisa tsha kutshilele,Mahanyelo ya vutomi lama amukelekaka ya le hansi,category: Poverty,"definition: The ability for an individual or household to meet their basic needs, namely minimum accommodation, water, food, health care, education and sanitation.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_690,category: Poverty gap,Armoedegaping,Ukutjhiyana kobuchaka,Umsantsa wendlala,Igebe lobuphofu/ lobubha,Magato a bodiidi,Sekgeo sa bofutsana,Sekgala sa lehuma,Ligebe lebuphuya,Tshikhala tsha vhushai,Vangwa ra vusweti,category: Poverty,"definition: The difference between the poverty line and mean income of the poor, expressed as a ratio of the poverty line.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_691,category: Poverty gap index,Armoedegaping-indeks,Ikomba yendima yokutjhiyana kobuchaka,Isalathiso somsantsa wendlala,Inkomba yegebe lobuphofu/lobubha,Kelothupeto ya magato a bodiidi,Tshupo ya sekgeo sa bofutsana; tshupane ya sekgeo sa bofutsana,Tshupanesekgala ya lehuma,Inkhomba yeligebe lebuphuya,Tshikalatshikhala tsha vhushai,Xikombo xa vangwa ra vusweti,P1 / category: Poverty,"definition: The proportion by which an individual or a household is below the poverty line.
Note: The poverty gap multiplied by the headcount index, gives the poverty gap index.",,,i-P1,,iPI,,,,,,P1,,,,,,P1,,,
statssa_multilingual_statistical_terminology_692,category: Poverty line,Armoedegrens,Izinga lobuchaka,Iqondo lendlala,Umudwazinga wobuphofu/wobubha,Legatokgao la bodiidi,Moedi wa bofutsana,Kemolehuma,Sehlukaniso sebuphuya,Tshikalavhushai,Mpimo wa vusweti,category: Poverty,definition: Line drawn at a particular level of income or consumption. Households/individuals whose incomes fall below a given level of the poverty line or whose consumption level is valued at less than the value of the poverty line are classified as poor. See relative poverty line and absolute poverty line.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_693,category: Poverty profile,Armoedeprofiel,Ihlathululobunjalo yobuchaka,Ubume bendlala,Umumo wobuphofu/ wobubha,Tlhalooseemo ya bodiidi,Matshwao a phapano ya bofutsana,Tshedimosetsotsenelelo ka ga lehuma/porofaele,Simolwati sebuphuya,halusavhushai,Xiyimo xa vusweti,category: Poverty,"definition: A description of how the extent of poverty varies across subgroups of a given population, characterised by, for example, their gender, region of residence, type of economic activity, source of income, etc.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_694,Priority poverty indicators,Prioriteitsarmoedeaanwysers,Iinkomba zeqalontanzi lobuchaka,Izalathiso zendlala eziphambili,Izinkomba eziqavile zobuphofu/ zobubha,Dithupetohlokwa ta bodiidi,Ditshupane tsa sehlooho tsa bofutsana,Ditlapele tsa tshupalehuma,Tinkhomba tebuphuya letisembili,Tsumbandivhiswa dza vhushai,Swikombiso swa vusweti swa xirhangana,category: Poverty,"definition: Country-specific indicators that, taken together, provide an overview of the state of poverty in that country.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_695,Relative poverty,Relatiewe armoede,Ubuchaka obulingeneko,Indlala eqikelelwayo,Ubuphofu obubalulekayo/obuqhathanisekayo,Maemo a bodiidi ka papio,Bofutsana bo amanngwang le naha,Papisolehuma,Lizinga lebuphuya ngekwesimo,Mbambedzavhushai,Vusweti hi yelaniso,category: Poverty,definition: The position of an individual or household compared with the average income in a given country.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_696,Relative poverty line,Relatiewe armoedegrens,Izinga lobuchaka obulingeneko,Iqondo lendlala eliqikelelwayo,Umudwazinga wobuphofu obubalulekayo/ obuqhathanisekayo,Legatokgao la bodiidi ka papio,Moedi wa bofutsana bo amanngwang le naha,Papiso kemolehuma,Sehlukaniso sebuphuya ngekwesimo,Tshikalambambedzavhushai,Mpimo wa vusweti wa xiheri,category: Poverty,"definition: Under the relative poverty line approach, a household can be defined as poor relative to others in the same society or economy. Thus a relative poverty line varies as the average of total population consumption varies. It involves drawing an arbitrary line by identifying the proportions (such as mean, median, or even a fraction of the mean) and establishing a poverty line(s) from expenditure or income data. See poverty line.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_697,Administered prices,Geadministreerde pryse,Iintengo eziphakanyisiweko,Amaxabiso aqingqiweyo,Intengo/amanani alawuliwe,Dithekotaolwa,Ditheko tse laolwang,Ditlhotlhwa tse di beetsweng seelo,Tintsengo letincunyiwe,Mitengondaulwa,Mixavo leyi lawuriwaka,category: Prices,"definition: The price of a product, which is set consciously by an individual producer or group of producers, and/or any price which can be determined or influenced by government, either directly, or through one or other government agencies/institutions without reference to market forces.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_698,Annual inflation rate,Jaarlikse inflasiekoers,Isilinganiso setjhugulukontengo elipheleleko ngomnyaka,Umlinganiselo wamandla emali ngonyaka,Izinga lokukhuphuka kwamandla emali ngonyaka,Kelo ya kgolo le theogo ya ditheko/kelo ya kgolo le theogo ya infoleiene,Sekgahla sa phetoho ya ditheko ka selemo; infleishini,Kelo ya phetogotlhotlhwa ka ngwaga,Lizinga lemandlamali lemnyaka,Phimo ya tshanduko ya mitengo ya waha,Mpimo wa inifulexini wa lembe,category: Prices,definition: The change in the CPI for all items of the relevant month of the current year compared with the CPI for all items of the same month in the previous year expressed as a percentage.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_699,Annual percentage change,Jaarlikse persentasieverandering,Itjhuguluko lamaphesente ngomnyaka,Utshintsho lwepesenti ngonyaka ngamnye,Ukuguquka kwephesenti ngonyaka,Phetogo ya kelothupeto ka ngwaga,Phesente ya phetoho ka selemo,Phetogo ya phesente ka ngwaga,Luntjintjo lwemaphesenti ngemnyaka,Tshanduko kha ana nga waha,Ncinco wa tiphesente hi lembe,index / category: Prices,definition: The change in the index of the relevant month of the current year compared with the index of the same month in the previous year expressed as a percentage.,indeks,,,,isalathiso,,inkomba,,,,tshupane,,,,,,tshikali,,xikombo,
statssa_multilingual_statistical_terminology_700,Average annual inflation rate,Gemiddelde jaarlikse inflasiekoers,Isilinganiso setjhugulukontengo elipheleleko se-avareji ngomnyaka,Umyinge womlinganiselo wamandla emali ngonyaka,Isilinganisomvama/ i-avareji yezinga lokukhuphuka kwamandla emali ngonyaka,Kelokakareo ya kgolo le phokotego/infoleiene ka ngwaga,Palohare ya sekgahla sa infleishini ka selemo,Palogare ya kelo ya phetogotlhotlhwa ka ngwaga,Silinganisomkhatsi selizinga lemandlamali semnyaka,Phimotshikati kha tshanduko ya mitengo nga waha,Mpimo wa inifulexini wa lembe wa mpimoxikarhi,category: Prices,definition: The change in the average CPI for all items of one year compared with the average CPI for all items of the previous year expressed as a percentage.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_701,Average annual percentage change,Gemiddelde jaarlikse persentasieverandering,Itjhuguluko lamaphesente we-avareji ngomnyaka,Umyinge wotshintsho lwepeseti ngonyaka,Isilinganisomvama/ i-avareji yokuguquka kwephesenti ngonyaka,Phetogokakareto ya kelothupeto ka ngwaga,Palohare ya phetoho ya phesente ka selemo,Phetogo ya palogare ya phesente ka ngwaga,Silinganisomkhatsi seluntjintjo lwemaphesenti ngemnyaka,Tshandukotshikati kha ana nga waha,Ncinco wa tiphesente ta lembe wa mpimoxikarhi,category: Prices,definition: The change in the average index of one year compared with the average index of the previous year expressed as a percentage.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_702,Constant prices,Konstante prys,Iintengo ezinzinzileko,amaxabiso angaguqu-guqukiyo,Amanani angaguquki,Ditheko te di sa fetogego,Theko / Poreisi tse tsitsitseng,Ditlhotlhwatlhomamo / Ditlhotlhwanitamo,Intsengo lengagucuki,Mitengo i sa shanduki,Tihakelo leti nga cinciki,GDP / category: Prices,definition: A valuation concept expressed at the prices prevailing during a fixed reference period or base period.,,,,,,,,,,,,,,,,,kha tshifhinga tsho tewaho,,,
statssa_multilingual_statistical_terminology_703,Consumer price index,Verbruikersprysindeks,Ikomba yetjhugulukontengo yabathengi enganamalinzalo yebhondi,Isalathiso sotshintsho lwamaxabiso,Inkomba yamanani abathengi,Kelothupeto ya ditheko ta badirii,Tshupane ya ditheko tsa basebedisi,Tshupane ya ditlhotlhwa tsa badirisi,Inkhomba yentsengo yebatsengi,Tshikala- / tsumbamutengo wa vharengi,Xikombo xa nxavo wa vatirhisi,CPI / category: Prices,definition: An index that measures the price of a fixed basket of consumer goods and services.,VPI,,,,iCPI,,i-CPI,,,,CPI,,,,i-CPI,,CPI,,XNV,
statssa_multilingual_statistical_terminology_704,"Consumer price index excluding interest rates on mortgage bonds {definition: The CPI excluding interest rates on mortgage bonds is derived by excluding the interest rates on mortgage bonds from the basket of goods and services, which is used to compile the Consumer Price Index.}",Verbruikersprysindeks uitsluitende rentekoerse op verbande,Ikomba yetjhugulukontengo yabathengi enganabhondi / enganamalinzalo yebhondi,Isalathiso sotshintsho lwamaxabiso kungabandakanywa inzala yentengo yezindlu,Inkomba yamanani abathengi ingabalwanga inzalo yezikweletu zezindlu,Kelothupeto ya ditheko ta badirii go sa akaretwe mothelo wa tswalo go dikoloto ta meago,Tshupane ya ditheko tsa bareki ntle le tswala ditefellong tsa matlo,Tshupane ya ditlhotlhwa tsa badirisi ntle le kelomorokotso mo tshireletsodisugeng,Inkhomba luntjintjo lwentsengo yebatsengi kukhishwe lizinga lentalo kumabhondi esibambiso,Tshikala- / tsumbamutengo wa vharengi tshayaphimonzwalelo kha khadzimiso ya vhudzulo,Xikombo xa nxavo wa vatirhisi lexi nga katsiki mpimo wa ntswalo wa tihakelo eka tibondo,CPIX / category: Prices,"definition: The CPI excluding interest rates on mortgage bonds (CPIX) is derived by excluding the interest rates on mortgage bonds from the basket of goods and services, which is used to compile the Consumer Price Index.",VPIX,,,,iCPIX,,i-CPIX,,,,,,,,i-CPIX,,CPIX,,XNVK,
statssa_multilingual_statistical_terminology_705,Contribution of specific products to the total PPI,Bydraes van spesifieke produkte tot die totale VPI,Umthelela wemikhiqizo ethileko ye-PPI ikomba yetjhugulukontengo yokukhiqiza / yokuveza),Igalelo leemveliso ezithile kwiPPI iphela,Iqhaza lemikhiqizo ethile esambeni senkomba yamanani abakhiqizi,Seabe sa ditweletwa te itego go PPI ka moka,Seabo sa dihlahiswa tse itseng ho PPI yohle,Seabe sa dikuno tse di totilweng go TDB yotlhe,Umtselela wemkhicitotsite ku-PPI ngalokuphelele,Thikhedzo ya zwibveledzwatiwa kha hanganyelo ya tsumbamutengo / tshikalamutengo wa vhabveledzi,Ku hoxa xandla ka swimakiwa swo kongoma eka PPI hinkwayo,category: Prices,definition: The monthly (annual) contribution of a specific product or group of products to the total PPI is calculated by multiplying the weight of the index with the monthly (annual) change of the index divided by the index for All Items.,,,,,,,,,,,,,,,,,PPI,,,
statssa_multilingual_statistical_terminology_706,Core index,Kernindeks,Ikomba yetjhugulukontengo khulu / mbala/ qobo / qakathekileko/ eyonayona/ ezijameleko,Undoqo/umongo wesalathiso,Inkombamnyombo,Kelothupeto ya motheo,Tshupane ya motheo,Tshupanetota,Inkhombamsuka,Tsumba-/tshikalamutengothikho,Xikombonkulu,category: Prices,"The core index is derived by exclusions from the CPI on the basis that changes in their prices are policy. Note: Exclusions from the CPI to obtain the core index, and the reasons for exclusion is as follows: Fresh and frozen meat and fish: category: Prices may be highly volatile, particularly during and following periods of drought. Fresh and frozen vegetables and fresh fruit and nuts: category: Prices may be highly volatile from month to month due to their sensitivity to climatic conditions. Interest rates on mortgage bonds and overdrafts/personal loans: These are excluded due to their perverse effect on the CPI. A tightening in monetary policy to counter inflation pressures would cause interest rates to rise and be reflected in the interest cost component of measured inflation. This, in turn, could provoke a further tightening of monetary policy resulting in excessive movements in the inflation rate. Changes in VAT (value added tax): VAT is predominantly determined by government (fiscal policy). Assessment rates: These taxes are predominantly determined by local government.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_707,Core inflation,Kerninflasie,Itjhugulukontengombala,Undoqo/umongo wokunyuka kwamaxabiso,Izingamnyombo lokukhuphuka kwamandla emali,Kelo ya kgolo le phokotego/infoleiene ya motheo,Infleishini ya motheo,Phetogotlhotlhwatota,Emandlamali langumsuka,Tshandulo ya mutengothikho,Inifulexininkulu,category: Prices,"definition: A measure designed in relation to the specific structure of a country's economy, derived by the change in the Core index of the relevant month of the current year compared with the Core index of the same month in the previous year expressed as a percentage.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_708,CPI,VPI,I-CPI,ICPI,i-CPI,CPI,CPI,TDB,i-CPI,CPI,XNV,category: Prices,definition: See consumer price index.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_709,CPIX,VPIX,I-CPIX,ICPIX,I-CPIX,CPIX,CPIX,TDBNKTD,i-CPIX,CPIX,XNVK,category: Prices,definition: See consumer price index excluding interest rates on mortgage bonds.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_710,Establishment,Bedryf,Irhwebo/igatja lerhwebo,Ishishini,Uphiko lwenkampani,Lekalanakgwebo,Lekala,Lekalakgwebo,Ligatja lekuhweba,Tshiimiswa,Bindzu,Employment and Price / category: Prices,definition: The smallest economic unit that functions as a separate entity.,Werkverskaffing en Pryse,,,,iNgqesho namaXabiso,,umsebenzi nenani,,,,Kgiro le Ditheko,,,,,,Mishumo na Mutengo,,vuthori na nxavo,
statssa_multilingual_statistical_terminology_711,Indicator products,Aanwyserprodukte,Imikhiqizo eyikomba / esitjengiso,Isalathisi-mveliso,Imikhiqizo eyinkomba,Ditweletwataetaboleng,Dihlahiswa tsa tshupo,Dikunotshupo,Imikhicito leyinkhomba,Zwibveledzwatiwatsumbamutengo,Swimakiwa swa xikombo,category: Prices,definition: Products whose sale value represents 80% of the total value of sales (turnover) in an industrial subgroup.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_712,Inflation,Inflasie,Itjhugulukontengo eliphikeleleko,Utshintsho lwamaxabiso,Ukukhuphuka kwamandla emali,Kgolo le theogo ya ditheko,Infleishini,Phetogotlhotlhwa,Emandlamali,Tshanduko ya mitengo,Inifulexini,category: Prices,"definition: The persistent change in the general level of prices. Note: Two sets of measures of inflation are most often used, namely monthly inflation and annual inflation. Monthly inflation is defined as the percentage change in the index on a month-by-month basis whereas annual inflation is calculated as the percentage change in the index over the last twelve months.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_713,Inflation rate,Inflasiekoers,Isilinganiso setjhugulukontengo eliphikeleleko,Umlinganiselo wotshintsho lwamaxabiso,Izinga lokukhuphuka kwezinga lamandla emali,Kelo ya kgolo le theogo ya ditheko/kelo ya kgolo le theogo ya infoleiene,Sekgahla sa infleishini,Kelo ya phetogotlhotlhwa,Lizinga lemandlamali,Phimo ya tshanduko ya mitengo,Mpimo wa inifulexini,category: Prices,definition: The annual percentage change in the CPI for all items of the relevant month of the current year compared with the CPI for all items of the same month in the previous year expressed as a percentage.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_714,Monthly percentage change,Maandelikse persentasieverandering,Itjhuguluko lamaphesente ngenyanga,Utshintsho lwepesenti nyanga zonke,Ukuguquka kwephesenti ngenyanga,Phetogo ya kelothupeto ya kgwedi,Phetoho ya phesente ka kgwedi,Phetogo ya phesente ka kgwedi,Luntjintjo lwemaphesenti ngenyanga,Tshanduko kha ana nga wedzi,Ncinco wa tiphesente wa nhweti,category: Prices,definition: The change in the index of the relevant month compared to the index of the previous month expressed as a percentage.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_715,Overall average annual percentage change,Algehele gemiddelde jaarlikse persentasieverandering,Itjhuguluko elipheleleko le-avareji yamaphesente ngomnyaka,Iavareji yotshintsho ngokubanzi lwepesenti yonyaka,Isilinganiso jikelele sokuguquka kwamaphesenti ngonyaka,Phetogokakareto ya kelothupeto ya ngwaga,Palohare e akaretsang ya phesente ya phetoho ya selemong,Phetogo ya palogareyotlhe ya phesente ka ngwaga,Silinganisomkhatsi seluntjintjo loluphelele lwemaphesenti ngemnyaka,Tshandukotshikatinyangaredzi kha ana nga wedzi,Ncinco wa tiphesente wa lembe wa mpimoxikarhi hinkwawo,category: Prices,definition: The change in the average index of one year compared with the average index of the previous year expressed as a percentage.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_716,Regulated prices,Gereguleerde pryse,Iintengo eziqintelweko,Amaxabiso alawulwayo,Amanani alawuliwe,Dithekotaolwa,Ditheko tse laolwang,Ditlhotlhwa tse di laolwang,Tintsengo letibekelwe imigomo,Mitengolangwa,Mixavo leyi lawuriwaka,category: Prices,"definition: Administered prices that are monitored and controlled by government policy.
Note: To this end, price regulation does not necessarily imply the presence of an economic regulator, but the restriction on the extent to which prices may vary, depending on governments policy objective.",,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_717,Weights,Gewig,Ubungako,Igalelo,Amandla,Keloboleng,Bohlokwa,Boleng,Bungako,Ndeme ya zwibveledzwa,Mitiko,category: Prices,definition: The relevant importance of the indicator product in that subgroup. Note: The weight of a product is calculated by dividing the actual value of sales of the relevant indicator product by the total value of sales in that subgroup.,,,,,,,,,,,,,,,,,,,,
statssa_multilingual_statistical_terminology_718,Asset,Bate,Ilifa,Izinto onazo,Impahla/ ifa,Thoto,Letlotlo,Thoto,Imphahla,Thundu,Rifuwo,category: Private Sector,definition: A resource controlled by an entity as a result of past events; and from which future economic benefits are expected to flow to the entity.,,,,,,,,,,,,,,,,,,,,
