id,eng,afr,xho,zul,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info
google_research_ai_terminology_57,Differential Privacy,differensiële privaatheid,Ukugcinwa kuyimfihlo kokwahlukileyo,Ubumfihlo Obuvikelayo,Differential privacy (DP) is a mathematically rigorous framework for releasing statistical information about datasets while protecting the privacy of individual data subjects. It enables a data holder to share aggregate patterns of the group while limiting information that is leaked about specific individuals.,,"Differensiële privaatheid (DP) is ’n wiskundige, strawwe raamwerk vir die vrystelling van statistiese inligting oor datastelle, terwyl die privaatheid van individuele data-onderwerpe beskerm word. Dit maak dat ’n datahouer aggregaatpatrone van die groep kan deel en terselfde tyd die inligting kan beperk wat deursyfer oor die spesifieke individue.",,Ukugcinwa kokwahlukileyo kuyimfihlo (iDP) sisikhokelo semathematika esingqongqo sokukhupha inkcazelo yeenkcukacha manani ngeeseti zedatha ngelixa kukhusela ubumfihlo bedatha yento nganye. Kuvumela umnini wedatha ukuba abelane ngeepateni ezidityanisiweyo zeqela ngelixa enciphisa inkcazelo evuzisiweyo ngabantu abathile.,,Inqubomogomo yokwahlukanisa (i-DP) iwuhlelo olunzulu lwezibalo lokukhipha ulwazi lwezibalo ngohlu lwemininingwane kube kuvikelwa imininingwane eyimfihlo yabantu abathile. Yenza umnikazi wemininingwane akwazi ukwabelana ngamaphethini ngokwezibalo ebe enciphisa ulwazi oluputshukayo ngabantu abathile.,
google_research_ai_terminology_58,Edge Computing,periferale berekening,Usondezomphethelweni ngekhompuyutha,Ucubungulokusondeza,"Edge computing is a distributed computing model that brings computation and data storage closer to the sources of data. Edge is about processing data closer to where it's being generated, enabling processing at greater speeds and volumes, leading to greater action-led results in real time.",,"Periferale berekening is ’n verspreide berekeningmodel wat berekeninge en databerging nader aan databronne bring. Periferaal behels dat data geprosesseer word nader aan waar dit gegenereer word. Dit maak dit moontlik om teen hoër spoed en groter volumes data te prosesseer, en daardeur intyds beter handelinggedrewe resultate te kry.",,"Ukusetyenziswa kwekhompyutha emphethelweni yimodeli yekhompyutha esasazwayo ezisa ukusetyenziswa kwekhompyutha nokugcinwa kwedatha kufutshane nemithombo yedatha. Emphethelweni umalunga nokusetyenzwa kwedatha kufutshane nalapho yenziwa khona, ivumela ukuproseswa ngezantya ezinkulu nemithamo, ekhokelela kwiziphumo ezinkulu ezikhokelwa yintshukumo ngexesha lokwenyani.",,"Ucubungulokuzondeza lwukudlulisela uhlelo locwaningo lwamakhompyutha olusondeza ucwaningo nokugcinwa kolwazi ndawonye nemithombo yemininingwane. Ucubungulokusondeza lumayelana nokulungisa imininingwane ibe iseduze kwalapho ikhiqizwe khona, okwenza ukulungiswa kwayo kusheshe futhi ibe miningi, okuholela emiphumeleni ebanzi ngesikhathi sangempela.",
google_research_ai_terminology_59,False negative,vals negatief,Inegethivu engeyonyani,Iphutha okungelona,"A result that indicates a given condition does not exist when it does. This means the algorithm generates a negative result when it should have been positive. A false negative could result in a cancerous region being overlooked, leading to a delayed diagnosis and treatment.",,"’n Uitslag wat aandui dat ’n gegewe kondisie nie bestaan nie terwyl dit wel bestaan. Dit beteken dat die algoritme ’n negatiewe resultaat genereer wanneer dit ’n positiewe een moes genereer. Byvoorbeeld, ’n vals negatief kan veroorsaak dat ’n kankeragtige area nie raakgesien word nie, wat kan lei tot vertraagde diagnose en behandeling.",,"Isiphumo esibonisa ukuba imeko echaziweyo ayikho kodwa ibe ikhona. Oku kuthetha ukuba ialgorithm ivelisa iziphumo ezinegethivu xa bekufanele ukuba ziphozithivu. Inegethivu engoyonyani inokukhokelela ekubeni ummandla onomhlaza ungahoywa, nto leyo ekhokelela kuxilongo nonyango olulibazisekileyo.",,"Umphumela oveza ukuthi isimo esithile asikho sibe sikhona. Lokhu kusho ukuthi i-algorithm ikhiqiza umphumela omubi kube kumele ikhiphe omuhle. Umphumelakukhohlisa ungadala ukuthi indawo enomdlavuza inganakwa, okuholela ekuphuzeni kokutholakala nokwelashwa kwesifo.",
google_research_ai_terminology_60,False positive,vals positief,Iphozithivu engeyonyani,Iphutha okuyilo,"A result that indicates a given condition does exist when it does not. For instance, in a medical imaging scenario, a false positive might lead to a healthy region being flagged as cancerous, potentially causing unnecessary concern and medical procedures for the patient.",,"’n Uitslag wat aandui dat ’n gegewe kondisie bestaan terwyl dit nie bestaan nie. Byvoorbeeld, in ’n mediesebeeldscenario kan ’n vals positief veroorsaak dat ’n gesonde area gevlag word as kankeragtig, wat onnodige bekommernis en mediese prosedures vir die pasient kan veroorsaak.",,"Isiphumo esibonisa ukuba imeko echaziweyo ikhona kodwa ibe ingekho. Umzekelo, kwimeko yomfanekiso wezonyango, iphozithivu ongeyonyani unokukhokelela ekubeni ummandla osempilweni kuthiwe unomhlaza, nto leyo enokubangela inkxalabo neenkqubo zonyango ezingeyomfuneko kwisigulana.",,"Umphumela oveza ukuthi isimo esibaluliwe sikhona sibe singekho. Isibonelo, lapho kuskenwa umzimba ukuze welashwe, umphumela wokuhle oyinkohliso ungaholela ekutheni indawo ephilile kuthiwe inomdlavuza, okungadala ukukhathazeka kanye nequbo yokwelashwa kwesidingo kungenasidingo.",
google_research_ai_terminology_61,Federated Learning,gefedereerde leer,Ukufunda okudityanisiweyo,Ukuthuthukisa ubuchwepheshe,"A distributed machine learning approach that trains machine learning models using decentralized examples residing on devices such as smartphones. In federated learning, a subset of devices downloads the current model from a central coordinating server. The devices use the examples stored on the devices to make improvements to the model. The devices then upload the model improvements (but not the training examples) to the coordinating server, where they are aggregated with other updates to yield an improved global model.",,"’n Verspreide masjienleerbenadering wat masjienleermodelle oplei met gedesentraliseerde voorbeelde wat op toestelle soos slimfone gestoor is. In gefedereerde leer laai ’n substel toestelle die huidige model van ’n sentrale, koördineringbediener af. Die toestelle gebruik die voorbeelde wat op die toestelle gestoor is om verbeteringe aan die model te maak. Die toestelle laai dan die modelverbeteringe op (maar nie die opleidingvoorbeelde nie) na die koördineringbediener toe, waar dit alles saam met ander opdaterings saamgevoeg word om ’n verbeterde algehele model te lewer.",,"Indlela yokufunda koomatshini esasazwayo eqeqesha iimodeli zokufunda ngoomatshini kusetyenziswa imizekelo ebekiweyo ehlala kwizixhobo ezinjengeesmartphone. Kwimfundo edibeneyo, iseti engezantsi yezixhobo ikhuphela imodeli yangoku kwiseva ephakathi yokulungelelanisa. Izixhobo zisebenzisa imizekelo egcinwe kwizixhobo ukuze kuphuculwe imodeli. Emva koko izixhobo zifaka ukuphuculwa kwemodeli (kodwa kungekhona imizekelo yoqeqesho) kwiseva yokulungelelanisa, apho zidityaniswe nolunye uhlaziyo ukuvelisa imodeli ephuculweyo yehlabathi.",,"Indlela yokufunda ngomshini edluliswayo eqeqesha izinhlelo zokufunda ngemishini kusetshenziswa izibonelo eziqeqelwe ndawonye kumadivayisi anjengamasamthifoni. Lapho kufundwa ngokubuchwepheshe, uhlu lwamadivayisi akhethiwe adawuniloda uhlelo olukhona ngokususela kuseva edidiyele eqoqele konke ndawonye. Amadivayisi asebenzisa izibonelo ezigcinwe kumadivayisi ukuthuthukisa uhlelo. Amadivayisi abe esefaka okuthuthukisiwe ohlelweni (kodwa hhayi isibonelo zokuqeqesha) kuseva edidiyelayo, lapho ikalwe khona nokunye ukuthuthukisa ukuze kuphume uhlelo oluthuthukisiwe lomhlaba jikelele.",
google_research_ai_terminology_62,Feedback Loop,terugvoerkring,Iluphu yengxelo,Iwuku Lezimvo,"Feedback occurs when outputs of a system are routed back as inputs as part of a chain of cause-and-effect that forms a circuit or loop. The system can then be said to feed back into itself. For example, if the AI system is a chatbot, it might receive feedback from users on how well it is able to understand and respond to their queries. The AI system then uses this feedback to adjust its algorithms and improve its performance.",,"Terugvoering vind plaas wanneer ’n stelsel se uitsette terugherlei word as insette as deel van ’n oorsaak-en-gevolgkettingverloop wat dan ’n kring of lusloop veroorsaak. Daar kan dus gesê word dat die stelsel in ditself in terug voer. Byvoorbeeld, as die KI-stelsel ’n kletsbot is, kan dit dalk terugvoer kry vannaf gebruikers oor hoe goed dit hul navrae kan verstaan en daarop reageer. Die KI-stelsel gebruik dan hierdie terugvoer om sy algoritmes aan te pas en sy werkverrigting te verbeter.",,"Ingxelo yenzeka xa iziphumo zenkqubo zibuyiselwa umva njengenxalenye yekhonkco lesizathu nesiphumo esenza isekethe okanye iluphu. Ngoko kunokuthiwa inkqubo ibuyela kuyo ngokwayo. Umzekelo, ukuba inkqubo ye-AI yi-chatbot, inokufumana impendulo kubasebenzisi malunga nokuba ikwazi kangakanani ukuqonda nokuphendula imibuzo yabo. Emva koko, inkqubo yeAI isebenzisa le ngxelo ukulungisa iialgorithm zayo nokuphucula ukusebenza kwayo.",,"Ukuthola izimvo kwenzeka lapho okufakiwe ohlelweni kubuyiselwa njengezimvo njengengxenye yochungechunge lokwenzekile nomphumela olwakha isekhethi noma iwuku. Uhlelo lungathathwa ngokuthu luyizimvo ngokwalo. Isibonelo, uma uhlelo lwe-AI luyichatbot, lungase luthola izimvo ezivela kubasebenzisi ngokuthi lukwazi kangakanani ukuqonda nokuphendula imibuzo yalo. Uhlelo lwe-AI lube selusebenzisa lezi zimvo ukuchibiyela ama-algorithm futhi kuthuthukiswe ukusebenza kwawo.",
google_research_ai_terminology_63,Hyperparameter,hiperparameter,Ihyperparameter,Ilungiselelakuqeqesha,"The variables that you or a hyperparameter tuning service adjust during successive runs of training a model. For example, learning rate is a hyperparameter. You could set the learning rate to 0.01 before one training session. If you determine that 0.01 is too high, you could perhaps set the learning rate to 0.003 for the next training session.",,"Die veranderlikes wat jy of ’n hipergrensinstellingdiens aanpas tydens agtereenvolgende opleidingsessies van ’n model. Byvoorbeeld, leerkoers is ’n hipergrens. Jy kan die leerkoers op 0.01 stel voor een opleidingsessie. As jy bepaal dat 0.01 te hoog is, kan jy die leerkoers dan dalk na 0.003 toe stel vir die volgende opleidingsessie.",,"Izinto eziguquguqukayo ozihlengahlengisa ngokwakho okanye yinkonzo yehyperparameter tuning ngexesha loqeqesho olulandelelanayo lwemodeli. Umzekelo, izinga lokufunda yi-hyperparameter. Unokuseta ireyithi yokufunda ibe yi-0.01 phambi kweseshoni yoqeqesho enye. Ukuba ufumanisa ukuba u-0.01 uphezulu kakhulu, usenokuseta ireyithi yokufunda ibe ngu-0.003 kwiseshoni yoqeqesho elandelayo.",,"Izakhi ezisetshenziswa nguwe noma ihyperparameter ngasikhathi lapho uqeqesha uhlelo nempumelelo, Isibonelo, izinga lokufunda liyihyperparameter. Ungahlela izinga lokufunda libe u-0.01 ngaphambi kwesikhathi sokufundisa esisodwa. Uma unquma ukuthi u-0.01 uphezulu kakhulu, ungase umise izinga lokufunda ku-0.003 esikhathini sokuqeqesha esilandelayo.",
google_research_ai_terminology_64,Image recognition,beeldherkenning,Ukuqondwa komfanekiso,Ukubona isithombe,"Also known as image classification, is a process that classifies object(s), pattern(s), or concept(s) in an image.",,"Ook bekend as prentklassifisering. Dit is ’n proses wat voorwerp(e), patroon(e), of konsep(te) in ’n prent klassifiseer.",,"Ikwaziwa njengohlelo lomfanekiso, yinkqubo ehlela into (izinto), ipatheni (iipatheni), okanye inkalo (iinkalo) kumfanekiso.",,"Kubuye kwaziwe ngokuthi uhlelo lokubeka izithombe ngokwamazinga, inqubo ebeka izinto, amaphethini, noma imiqondo ngokwamazinga esithonjeni.",
google_research_ai_terminology_65,Intelligent agent,intelligente agent,Iarhente yobukrelekrele,Isimeleli esikhaliphile,"IA / An agent that perceives its environment, takes actions autonomously in order to achieve goals, and may improve its performance with learning or acquiring knowledge. An intelligent agent may be simple or complex e.g. a thermostat, a human being...",,"IA / ’n Agent wat sy omgewing waarneem, voer selfstandig handelinge uit om doelwitte te bereik, en kan sy werkverrigting verbeter deur te leer of kennis in te win. ’n Intelligente agent kan eenvoudig of kompleks wees, byvoorbeeld ’n termostaat, ’n mens …",,"IA / Iarhente ebona okuyingqongileyo, ithatha amanyathelo ngokuzimeleyo ukuze ifezekise iinjongo, kwaye inokuphucula ukusebenza kwayo ngokufunda okanye ngokufumana ulwazi. Iarhente ekrelekrele isenokuba lula okanye intsonkothe umz. ithermostat, umntu..",,"Isimeleli esiqonda indawo esikuyo, esithatha isinyathlo ngokuzenzekela ukuze kuveze imogomo, futhi kuthuthukiswe ukusebenza ngokufunda noma ukuthola ulwazi. Isimeleli esikhaliphile singaba lula noma nzulu isib. isiklalizingakushisa, umuntu",
google_research_ai_terminology_66,Memory leak,geheuelek,Ukuvuza kwememori,Ukuputshuka kolwazi olugciniwe,"In computer science, a memory leak is a type of resource leak that occurs when a computer program incorrectly manages memory allocations in a way that memory which is no longer needed is not released. It reduces the performance of the computer by reducing the amount of available memory.",,"In rekenaarwetenskap is geheuesyfering ’n tipe hulpbronverlies wat voorkom wanner ’n rekenaarprogram verkeerdelik geheuetoewysing bestuur op só ’n wyse dat geheue wat nie meer benodig word nie, nie vrygestel word nie. Dit verminder die werkverrigting van die rekenaar deur die beskikbare geheue te verminder.",,"Kwisayensi yekhompyutha, ukuvuza kwememori luhlobo lokuvuza kwezixhobo okwenzekayo xa inkqubo yekhompyutha ilawula ngokungalunganga ukwabiwa kweememori ngendlela yokuba imemori engasadingekiyo ingakhutshwa. Kunciphisa ukusebenza kwekhompyutha ngokunciphisa inani lememori ekhoyo.",,"Kwezesayensi yamakhompyutha, ukuputshuka kolwazi kuwuhlobo lokuputshuka kwemithombo okwenzeka lapho uhlelo lwekhompyutha lulawula ukwabiwa kolwazi olugciniwe ngokungafanele ngendlela yokuthi ulwazi olugciniwe olungasadingeki lungakhishwa. Lunciphisa ukusebenza kwekhompyutha ngokunciphisa ubungako bolwazi olugciniwe olukhona.",
google_research_ai_terminology_67,Overfitting,oormatige passing,Ukungalingani okugqithileyo,Ukuhambisana ngqo,"In mathematical modeling, overfitting is ""the production of an analysis that corresponds too closely or exactly to a particular set of data, and may therefore fail to fit to additional data or predict future observations reliably""",,In wiskundige modelleerwerk is oorpassing “die produsering van ’n ontleding wat te nou of presies ooreenstem met ’n datastel en daarom nie betroubaar by bykomende data kan pas of toekomstige waarnemens kan voorspel nie.,,"Kwimodeli yemathematika, ukulingana ngokugqithisileyo ""kukuveliswa kohlalutyo oluhambelana ngokusondeleyo okanye ngokuthe ngqo kwiseti ethile yedatha, kwaye ke ngoko inokusilela ukulingana nedatha eyongezelelweyo okanye ukuqikelela imigqaliselo yexesha elizayo ngokuthembekileyo""",,"Ohlelweni lwezibalo, ukuhambisana ngqo ""kuwukukhiqizwa kocwaningo oluhambisana kakhulu noma ngqo nohlu lweminingwane ethile, futhi olungase lwahluleke ukungena kweminye imininingwane noma ukuqagela okuzohlolwa ngokuzayo ngokwethembeka""",
google_research_ai_terminology_68,Oversampling,opbalansering,Iisampuli egqithisileyo,Ukusetshenziswa kwamasampula kabusha,Reusing the examples of a minority class in a class-imbalanced dataset in order to create a more balanced training set.,,Die hergebruik van voorbeelde van ’n minderheidklas in ’n klasongebalanseerde datastel om sodoende ’n meer gebalanseerde opleidingstel te skep.,,Ukusebenzisa kwakhona imizekelo yeklasi encinci kwiseti yedatha kwiklasi yokungalingani ukwenzela ukudala isethi yoqeqesho olulungeleleneyo.,,Ukusebenzisa kabusha izibonelo ezingeni lokuncane ohlwini lwemininingwane olungalingene ngokufanele ukuze kwakhiwe uhlu lokuqeqesha olulingene.,
google_research_ai_terminology_69,Precision,presisie,Ukuchana,ukuqonda ngqo,"Precision is the fraction of relevant instances among the retrieved instances. It is calculated by dividing relevant retrieved instances with all retrieved instances. For example, a computer program for recognizing dogs (the relevant element) in a digital photograph processes a picture which contains 10 cats and 12 dogs. The program then identifies 8 dogs. Of the eight elements identified as dogs, only 5 actually are dogs (true positives), while the other 3 are cats (false positives). 7 dogs were missed (false negatives), and 7 cats were correctly excluded (true negatives). The program's precision is then 5/8 (true positives / selected elements).",,"Presisie is die breukdeel van relevante gevalle uit die gerapporteerde gevalle. Dit word uitgewerk deur die relevante gerapporteerde gevalle te deel deur al die gerapporteerde gevalle. Byvoorbeeld, ’n rekenaarprogram wat honde (die relevante element) in digitale foto's identifiseer, prosesseer ’n foto wat 10 katte en 12 honde in het. Die program identifiseer dan 8 honde. Uit die 8 elemente wat as honde geïdentifiseer is, is net 5 regtig honde (werklike positief) , terwyl 3 katte is (vals positief). 7 honde is misgekyk (vals negatief) en 7 katte is korrek uitgesluit (werklike negatief). Die program se presisie is dan 5/8 (werklike positiewe / gerapporteerde elemente).",,"Ukuchaneka liqhezu leemeko ezifanelekileyo phakathi kweemeko ezifunyenweyo. Ibalwa ngokwahlula iimeko ezifanelekileyo kwezifunyenweyo nazo zonke iimeko ezifunyenweyo. Umzekelo, inkqubo yekhompyutha yokuqaphela izinja (into efanelekileyo) kwifoto yedijithali iprosesa umfanekiso oqulethe iikati ezili-10 nezinja eziyi-12. Inkqubo ke iye ichonge izinja ezisi-8. Kwizinto ezisibhozo ezichongwe njengezinja, zi-5 kuphela ezizinja (iiphozithivu zokwenyani), ngelixa ezinye ezi-3 izikati (iiphozithivu ezingeyonyani). Izinja ezisi-7 ziphosiwe (iinegethivu ezingeyonyani), zaze iikati ezisi-7 zangabandakanywa ngokuchanekileyo (iinegethivu eziyinyani). Ukuchaneka kwenkqubo ngu-5/8 (iiphozithivu eziyinyani / izinto ezikhethiweyo).",,"Ukugqonda ngqo kuyingcosana yezimo ezifanele phakathi kwezimo ezilandiwe. Kubalwa ngokuhlukanisa izimo ezilandiwe ezifanele nazo zonke izimo ezilandiwe. Isibonelo, uhlelo lwekhompyutha lokubona izinja (isakhi esifanele) esithombeni sedijithali izinqubo zesithombe eziqukethe amakati ayi-10 nezinja eziyi-12. Uhlelo lube seluhlonza izinja eziyi-8. Ezakhini eziyisishiyagalombili ezihlonzwe njengezinja, zi-5 kuphela eziyizinja (umphumela wokuhle oyiqiniso), kube ezi-3 zingamakati (umphumela wokhlei oyinkohliso) Izinja eziyisi-7 azibonwanga (imiphumela yokubi eyinkohliso), kanye namakati ayisi-7abandakanywe ngokufanele (umphumela wokubi oyiqiniso) Ukuqonda ngqo kohlelo lube seluba ngu-5/8 (imiphumela emihle ngokweqiniso / izakhi ezikhethiwe).",
google_research_ai_terminology_70,Predictive analytics,voorspelontleding,Uhlalutyo oluqikelelayo,Ucubungulo oluqagelayo,Predictive analytics is a form of analytics that uses machine learning or technology to predict what will happen in a specific time frame based on historical data and patterns.,,Voorspelontleding is ’n vorm van ontleding wat masjienleer of tegnologie gebruik om volgens historiese data en patrone te voorspel wat in ’n spesifieke tydperk sal gebeur.,,Uhlalutyo lokuqikelela luhlobo lohlalutyo olusebenzisa ukufundwa koomatshini okanye iteknoloji ukuze kuqikelelwe oko kuza kwenzeka kwixesha elithile ngokusekelwe kwidatha yembali neepatheni.,,Ucubungulo oluqagelayo wuhlobo lwezibalo olusebenzisa ukufunda ngemishini noma ubuchwepheshe ukuqagela okuzokwenzeka esikhathi esithile esimisiwe kususelwa kumininingwane esemlandweni kanye namaphethini.,
google_research_ai_terminology_71,Privacy Impact Assessment,privaatheidimpakassessering,UVavanyo lweMpembelelo yoBumfihlo,Ukuhlola Umthelela Wobumfihlo,"PIA / A Privacy Impact Assessment (PIA) is a process which assists organizations in identifying and managing the privacy risks arising from new projects, initiatives, systems, processes, strategies, policies, business relationships etc. / <A Privacy Impact Assessment is a process which assists organizations in identifying and managing the privacy risks arising from new projects, initiatives, systems, processes, strategies, policies, business relationships etc.>",,"PIA / ’n Privaatheidimpakassessering (PIA) is ’n proses wat organisasies help om die privaatheidrisiko's te identifiseer en te bestuur wat kan voortspruit uit nuwe projekte, innisiatiewe, stelsels, prosesse, strategieë, beleide, besigheidsverhoudings ens. / <’n Privaatheidimpakassessering is ’n proses wat organisasies help om die privaatheidrisiko's te identifiseer en te bestuur wat kan voortspruit uit nuwe projekte, innisiatiewe, stelsels, prosesse, strategieë, beleide, besigheidsverhoudings ens.>",,"iPIA / Uvavanyo Lwempembelelo Yobumfihlo (PIA) yinkqubo enceda imibutho ekuchongeni nasekulawuleni imingcipheko yobumfihlo evela kwiiprojekthi ezintsha, izinto ezintsha, iisistim, iinkqubo, izicwangciso, iipolisi, ubudlelwane boshishino njl.njl.",,"Ukuhlola Umthelela Wobumfihlo (i-PAIA) kuyinqubo esiza izinhlangano ekuhlonzeni nasekuphatheni ingcuphe yobumfihlo evela kumaphrojekthi amasha, izinhlelo kanye nezinqubo, amaqhingasu, izinqubomgomo, ubudlelwano bebhizinisi njl.",
google_research_ai_terminology_72,Prompt injection,instruksieteksinvoeging,Utofomyalelo,Ukufaka imiyalelo,"An attack that manipulates a large language model (LLM) by injecting malicious inputs designed to alter the model’s output. This type of cyber-attack exploits the way LLMs process and generate text based on input prompts. By inserting carefully crafted text, an attacker can trick the model into producing unauthorized content, accessing restricted data, or executing specific actions.",,"’n Aanval wat ’n groottaalmodel (GTM) manipuleer deur kwaadwillige invoere in te voeg wat ontwerp is om die model se uitset te verander. Hierdie soort kuberaanval byt die manier uit waarop GTM'e teks met invoerporboodskappe prosesseer en genereer. Deur fyn saamgestelde teks in te voeg, kan ’n aanvaller die model flous om dit ongoedgekeurde inhoud te laat produseer, toegang te kry tot beperkte data, of om spesifieke handelinge uit te voer.",,"Uhlaselo olusebenzisa imodeli yolwimi olukhulu (LLM) ngokutofa igalelo elibi eliyilelwe ukuguqula imveliso yemodeli. Olu hlobo lohlaselo lwecyber lusebenzisa indlela iiLLM eziprosesa zize zivelise ngayo itekisi ngosekelwe kumyalelo ofakiweyo. Ngokufaka itekisi eyenziwe ngobuchule, umhlaseli unokukhohlisa imodeli ukuba ivelise ikhontenti engagunyaziswanga, ifikelele kwidatha ethintelweyo, okanye ukwenza izenzo ezithile.",,"Ukuhlasela okusebenzisa izinhlelo zolimi ezinkulu (ama-LLM) ngokufaka okumoshayo okwakhele ukuphazamisa umphumela wohlelo. Lolu hlobo lokuhlasela nge-inthanethi kuxhaphaza indlela ama-LLM alungisa futhi akhiqize ngayo izibizelo zokufakwayo. Ngokufaka ngokucophelela umbhalo obunjiwe, umhlaseli angadida uhlelo ukuze lukhiqize ulwazi olungagunyazwanga, lufinyelele emininingwaneni evinjelwe, noma lusebenise imiyalelo emisiwe.",
google_research_ai_terminology_73,Pseudonymization,pseudonimisering,IPseudonymization,Ukuzivezambumbulu,"The process of obscuring data with the ability to re-identify it later. Personally identifiable information fields within a data record are replaced by one or more artificial identifiers, or pseudonyms.",,"Die proses om data te verdoesel met die vermoë om dit later te heridentifiseer. Velde met persoonlik identifiseerbare inligting in ’n datarekord word vervang met een of meer kunsmatige identifiseerders, of pseudonieme.",,"Inkqubo yokufihla idatha nokwazi ukuyichonga kwakhona kamva. Indawo yenkcazelo echongiweyo ngokobuqu kwirekhodi yedatha ethathelwe indawo sisifanisi esinye, okanye ngapezulu, okanye ii-pseudonym.",,"Inqubo yokufihla idatha ngendlela yokukwazi ukuyibona futhi kamuva. Izinkundla zolwazi olukhomba umuntu siqu (PII) erekhodini ledatha ziyakhishwa kufakwe izinkomba zokwenziwa ezizodwa noma ngaphezulu, noma amapseudonyms.",
google_research_ai_terminology_74,Recall,volledigheid,Ukukhumbula,Isibuyiseli,"Recall is the fraction of relevant instances that were retrieved. It is calculated by dividing relevant retrieved instances with all relevant instances. For example, a computer program for recognizing dogs (the relevant element) in a digital photograph processes a picture which contains 10 cats and 12 dogs. The program then identifies 8 dogs. Of the eight elements identified as dogs, only 5 actually are dogs (true positives), while the other 3 are cats (false positives). 7 dogs were missed (false negatives), and 7 cats were correctly excluded (true negatives). The program's recall is 5/12 (true positives / relevant elements).",,"Volledigheid is die breukdeel van relevante gevalle wat gerapporteer is. Dit word uitgewerk deur die relevante gerapporteerde gevalle te deel deur die totale aantal relevante gevalle. Byvoorbeeld, ’n rekenaarprogram wat honde (die relevante element) in digitale foto's identifiseer, prosesseer ’n foto wat 10 katte en 12 honde in het. Die program identifiseer dan 8 honde. Uit die 8 elemente wat as honde geïdentifiseer is, is net 5 regtig honde (werklike positief) , terwyl 3 katte is (vals positief). 7 honde is misgekyk (vals negatief) en 7 katte is korrek uitgesluit (werklike negatief). Die program se volledigheid is dan 5/12 (werklike positiewe / relevante elemente).",,"Ukukhumbula liqhezu leemeko ezifanelekileyo eziye zafunyanwa. Kubalwa ngokwahlula iimeko ezifanelekileyo kwezifunyenweyo nazo zonke iimeko ezifanelekileyo. Umzekelo, inkqubo yekhompyutha yokuqaphela izinja (into efanelekileyo) kwifoto yedijithali iprosesa umfanekiso oqulethe iikati ezili-10 nezinja eziyi-12. Inkqubo ke iye ichonge izinja ezisi-8. Kwizinto ezisibhozo ezichongwe njengezinja, zi-5 kuphela ezizinja (iiphozithivu zokwenyani), ngelixa ezinye ezi-3 izikati (iiphozithivu ezingeyonyani). Izinja ezisi-7 ziphosiwe (iinegethivu ezingeyonyani), zaze iikati ezisi-7 zangabandakanywa ngokuchanekileyo (iinegethivu eziyinyani). Ukukhumbula kwenkqubo ngu-5/12 (iiphozithivu eziyinyani / izinto ezifanelekileyo).",,"Ukubuyisa kuyingcosana yezimo ezifanele ezilandiwe. Kubalwa ngokuhlukanisa izimo ezilandiwe ezifanele nazo zonke izimo ezifanele. Isibonelo, uhlelo lwekhompyutha lokubona izinja (isakhi esifanele) esithombeni sedijithali izinqubo zesithombe eziqukethe amakati ayi-10 nezinja eziyi-12. Uhlelo lube seluhlonza izinja eziyi-8. Ezakhini eziyisishiyagalombili ezihlonzwe njengezinja, zi-5 kuphela eziyizinja (umphumela wokuhle oyiqiniso), kube ezi-3 zingamakati (umphumela wokhlei oyinkohliso) Izinja eziyisi-7 azibonwanga (imiphumela yokubi eyinkohliso), kanye namakati ayisi-7abandakanywe ngokufanele (umphumela wokubi oyiqiniso) Ukukhumbula kohlelo kube ngu-5/12 (imiphumela emihle ngokweqiniso / izakhi ezifanele).",
google_research_ai_terminology_75,Reinforcement Learning from human feedback,versterkingleer uit menslike terugvoer,Ukufunda okukhuthazwa yingxelo yabantu,Ukufunda Ukuthatha Izinqumo ngebuyambiko elivela kubantu,"In machine learning, reinforcement learning from human feedback (RLHF) is a technique to align an intelligent agent with human preferences. It involves training a reward model to represent preferences, which can then be used to train other models through reinforcement learning.",,In masjienleer is verstekleer uit menseterugvoer (VLMT) ’n tegniek om ’n intelligente agent te belyn met mensevoorkeure.,,"Ekufundweni koomatshini, ukufunda okukhuthazwa yingxelo esuka kubantu (iRLHF) bubuchule bokulungelelanisa iarhente ekrelekrele nezinto ezikhethwa ngabantu. Ibandakanya ukuqeqesha imodeli yokuvuza ukuze imele izinto ezikhethwayo, ezinokuthi zisetyenziselwe ukuqeqesha ezinye iimodeli ngokufunda okukhuthazayo.",,"Ekufundeni kwemishini, ukufunda kokugcizelela okususelwa ezimvweni zabantu (i-RLHF) kuyindlela yokuqondanisa isimeleli esikhaliphile nalokho okukhethwa abantu. Kubandakanya ukuqeqesha uhlelo lwemiphumela ukuze luveze okukhethwayo, okungasetshenziselwa ukuqeqesha ezinye izindlela zokugcizelela ukufunda.",
