id,eng,xho,eng_pos_or_descriptor,eng_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info
uct_isiXhosa_statistics_glossary_152,Percentile,pesentayili,1. A value of a random variable that marks the location of an integral percentage of the cumulative distribution.,,1. Ixabiso lesimeli-manani esingenamkhethe esiphawula indawo yepesenteji efunekayo yosasazo olongezelelekayo.,
uct_isiXhosa_statistics_glossary_153,Perfect square,isikwere esifezekileyo,"1. A number that is the square of a positive integer. The numbers 4, 9, and 16 are perfect squares.",,"1. Inani elisisikwere se-inteja eqhubekayo. Amanani isi-4, 9, ne-16 zizikwere ezifezekileyo.",
uct_isiXhosa_statistics_glossary_154,Permutation,phemyuteyishini; inguqulo kudweliso,1. An ordered arrangement of a specified number of objects.,,1. Ucwangciso oluhlelekileyo lwenani lezinto ezichaziweyo.,
uct_isiXhosa_statistics_glossary_155,Perpendicular lines,imigca ephephendityhula,1. Two lines that intersect at a right angle.,,1. Imigca emibini eyenze iengile engu 90º.,
uct_isiXhosa_statistics_glossary_156,Pie chart,igrafu esisangqa; phayitshathi,1. A circular diagram with sectors whose areas are proportional to the frequencies of categories in a data set.,,1. Umzobo osisazinge onamacandelo lawo imimandla yawo ilulwalamano lobuninzi bophindaphindo lweendidi kwisethi yedata.,
uct_isiXhosa_statistics_glossary_157,Quadrant,khwadranti,1. One of four regions separated by the x- and y-axes of a rectangular coordinate system.,,1. Omnye wemimandla emine eyahlulwe ngee-asi u-x no-y zenkqubo yezilungelanisi ezifana noxande.,
uct_isiXhosa_statistics_glossary_158,Quadrat,khwadrathi,1. A unit of area defined to partition a plane surface into parts of equal extent.,,1. Iyunithi ye-eriya eyenziwe ukwahlula umphezulu wesityaba ukuba ziinxenye zobukhulu obulinganayo.,
uct_isiXhosa_statistics_glossary_159,Quadratic equation,khwadrathikhi ikhweyizhinii,"1. A polynomial equation of the second degree: e.g. ax2 + bx + c = 0, where a is not zero.",,"1.I-ikhweyizhini yamagama amaninzi e-aljebra yeqondo lesibini: umz., ax2 + bx + c = 0, apho u-a is engenyuye uziro.",
uct_isiXhosa_statistics_glossary_160,Quadrilateral,khwadrilatherali,1. A four-sided polygon.,,1. Ipholigoni enamacala amane.,
uct_isiXhosa_statistics_glossary_161,Qualitative variable,iinkcukacha ezingengomanani,"1. A categorical variable, in contrast to a numerical variable.",,"1. Into etshintshayo ngokupheleleyo, ngokuchasene nento etshintshayo yamanani.",
uct_isiXhosa_statistics_glossary_162,Quantitative data,iinkcukacha ezingamanani,1. Data derived from counts or measures.,,1. Idata evela kwizibalo okanye imilinganiso.,
uct_isiXhosa_statistics_glossary_163,Quantity,ubungakanani,1. Number or amount or extent.,,1. Inani okanye ubungakanani okanye ubukhulu.,
uct_isiXhosa_statistics_glossary_164,Quartile,khwathayili,1. Any of the three values which divide a ranked and ordered data set into four equal parts.,,1. Naliphi lamaxabiso amathathu ahlula isethi yedata ebekwe ngodidi nohlelo kwiinxenye ezine ezilinganayo.,
uct_isiXhosa_statistics_glossary_165,Quota sampling,ucaphulo lwesampuli,"1. A method of non-random sampling, widely used in opinion polling or market research, which targets specified numbers of subjects with particular characteristics.",,"1. Indlela yokuthatha isampulu engeyiyo engenamkhethe, esetyenziswa ngokubanzi kuvoto lwezimvo okanye uphando lwentengiso, olujolisa kumanani achaziweyo abantu abaneempawu ezithile.",
uct_isiXhosa_statistics_glossary_166,Quotient,isiphumo solwahlulo; khowushiyenti,1. The result of the division of one number or expression by another.,,1. Isiphumo sokwahlula inani elinye okanye imbonakalo ngelinye.,
uct_isiXhosa_statistics_glossary_167,Radical,radikhali; ingcambu,1. A root.,,1. Ingcambu.,
uct_isiXhosa_statistics_glossary_168,Radical expression,radikhaliekspreshini,1. An expression containing one or more radicals.,,1.Imbonakalo equlethe iimpawu zengcambu enye okanye ngaphezulu.,
uct_isiXhosa_statistics_glossary_169,Radical sign,uphawu lweradikhali; uphawu lwengcambu,1. The symbol used to denote a root or the operation of taking a root.,,1. Uphawu olusetyenziswa ukubonisa ingcambu okanye ubalo lokuthatha ingcambu.,
uct_isiXhosa_statistics_glossary_170,Radicand,radikhendi,1. The number or quantity from which a root is to be extracted. The radicand is usually preceded by a root sign.,,1. Inani okanye ubuninzi okukhutshwa kubo ingcambu. I-radicand idla ngokwandulelwa luphawu lwengcambu.,
uct_isiXhosa_statistics_glossary_171,Radius,reyidiyasi; umakhasangqa,1. The common distance from any point on the circumference of a circle to the centre.,,1. Umgama oqhelekileyo ukusuka nakweyiphi incam kwisazinge sesangqa ukuya embindini.,
uct_isiXhosa_statistics_glossary_172,Ratio,umlinganiselo; reyishiyo,1. The quotient of two values or expressions of like units.,,1. Isiphumo solwahlulohlulo samxabiso okanye iimbonakalo ezimbini zeeyunithi ezifanayo.,
uct_isiXhosa_statistics_glossary_173,Rational numbers,amanani ereyishiyo,1. The set of numbers that can be expressed as a ratio p/q where p and q are integers and q is not equal to zero. Irational: Pi = 3.1415289….. √2 = 1.41…….,,1. Isethi yamanani anokubonakaliswa njengokwalamana kuka-p/q apho u-p no-q izii-inteja yaye u-q akalingani noziro.,
uct_isiXhosa_statistics_glossary_174,Rationalise,Rashinalayiza; guzula idinomineyitha,"1. To simplify a radical expression in order to remove the radical sign, but without changing its value.",,"1. Ekwenzeni lula imbonakalo enophawu lwengcambu ngenjongo yokususa uphawu lwengcambu, kodwa ngaphandle kokutshintsha ixabiso layo.",
uct_isiXhosa_statistics_glossary_175,Ray,reyi; umgca olutolo,A portion of a line having one endpoint and then going off to infinity.,,Inxalenye yomgca enencam enye yesiphelo ze iqhubeke ngokungenasiphelo.,
uct_isiXhosa_statistics_glossary_176,Reading,uphicotho,1. The precise figure observed on a measurement instrument.,,1. Isazobe ngqo esiqwalaselwe kwisixhobo somlinganiselo.,
uct_isiXhosa_statistics_glossary_177,Real numbers,amanani apheleleyo; amanani obalo,"1. The set of all positive and negative integers, rationals and irrationals.",,"1. Isethi yazo zonke ii-inteja eziqhubekayo nezirhoxayo, ezinengqiqo nezingenayo ingqiqo.",
uct_isiXhosa_statistics_glossary_178,Reciprocal,utshintshiselwanomanani; resiprokhali,1. The result of interchanging the numerator and the denominator of a fraction. The reciprocal of any number a is 1/a. See Inverse.,,1. Isiphumo sokutshintshiselana kwenyumereyitha nedinomineyitha yeqhezu. Ukufana macala kwalo naliphi inani u-a ngu-1/a. Jonga uMguqulelwa.,
uct_isiXhosa_statistics_glossary_179,Reduced form,unciphisomo,1. A fraction in lowest terms; i.e. such that the numerator and denominator share no common factor.,,1. Iqhezu ngezona ndlela ziphantsi; oko kukuthi njengoko inyumereyitha nedinomineyitha zingabelani ngefektha efanayo.,
uct_isiXhosa_statistics_glossary_180,Regression,irigreshini,1. A relationship between a dependent variable and one or more independent or explanatory variables.,,1. Unxulumano phakathi kwento etshintshayo exhomekekileyo kunye nezinto ezitshintshayo enye onkanye ngaphezulu ezizimeleyo okanye ezichazayo.,
uct_isiXhosa_statistics_glossary_181,Regression model,imodeli yerigreshini,1. A mathematical expression describing how explanatory variables affect a response variable.,,1. Imbonakalo yemathematika echaza ukuba izinto ezitshintshayo ezichazayo zikuchaphazela njani ukusabela kwento etshintshayo.,
uct_isiXhosa_statistics_glossary_182,Rejection region,irijekshinrijini,1. The set of values of a hypothesis test statistic for which the null hypothesis is rejected.,,1. Isethi yamaxabiso yovavanyo lwenkcukacha-manani lwengcinga ethathwa njengenyani oluya kulahla ingcinga ethathwa njengenyani etshitshisiweyo.,
uct_isiXhosa_statistics_glossary_183,Relation,unxulumano; ubudlelane,"1. A set of ordered pairs (x, y), which often denotes a relationship between x and y. For instance, the relation x=y denotes the set of all ordered pairs of the form (x, x).",,"1. Isethi yezibini ezihleliweyo u-(x, y), ezidla ngokubonisa unxulumano phakathi kuka-x no-y. Ukwenza umzekelo, unxulumano lokuthi x=y lubonisa isetho yazo zonke izibini ezihleliweyo zohlobo luka-(x, x).",
uct_isiXhosa_statistics_glossary_184,Relative frequency,izihlandlo zonxulumano,1. The ratio of the number of successes to the total number in a sample.,,1. Ulwalamano lwenani lweempumelelo ukuya kwinani lilonke kwisampulu.,
uct_isiXhosa_statistics_glossary_185,Representative,umelo,1. The ratio of the number of successes to the total number in a sample.,,1. Ulwalamano lwenani lweempumelelo ukuya kwinani lilonke kwisampulu.,
uct_isiXhosa_statistics_glossary_186,Representative sample,isampulu yomelo,1. Assuming the value or values of a particular set or population.,,1. Ukuthatha njengenyanis ixabiso okanye amaxabiso kwisethi ethile okanye abemi.,
uct_isiXhosa_statistics_glossary_187,Sample,isampulu; isivandlakanyi,1. A subset of a population selected in order to make inferences about the entire population.,,1. Isetana yesethi yabemi abakhethiweyo ukuze kwenziwe iintelekelelo malunga nabemi bebonke.,
uct_isiXhosa_statistics_glossary_188,Sample correlation coefficient,isampulu yonxulumano esisigxina,A sample statistic that measures the degree of linear association between two random variables.,,Isampulu yemilinganiso yenkcukacha-manani elinganisa amaqondo onxulumano lomgca phakathi kwezinto ezimbini ezitshintshayo ezingenamkhethe.,
uct_isiXhosa_statistics_glossary_189,Sample maximum,inani elikhulu kwisampuli,1. The maximum value of a numerical variable in a sample.,,1. Elona xabiso liphezulu lenani elitshintshayo kwisampulu.,
uct_isiXhosa_statistics_glossary_190,Sample mean,umyinge wesampuli,"1. The sample average of a sample, obtained by dividing the sum of numerical values of a variable in a sample by the sample size.",,"1. Isampulu yeaverejei yesampulu, efunyenwe ngokwahlula umdibaniso enani lamaxabiso ento etshintshayo kwisampulu [ngesayizi yesampulu].",
uct_isiXhosa_statistics_glossary_191,Sample size,ubungakanani besampuli,1. The number of items or observations that constitute a sample.,,1.Inani lezinto okanye iingqwalaselo ezakha isampulu.,
uct_isiXhosa_statistics_glossary_192,Sample space,iintlobo zeziphumo kwisampuli,1.The set of all possible outcomes of a repeatable experiment. / 2. The range of values of a random variable.,,1.Isethi yazo zonke iziphumo ezinokubakhona zomfuniselo ophindekayo. / 2. Uluhlu lwamaxabiso ento etshintshayo engenamkhethe.,
uct_isiXhosa_statistics_glossary_193,Signed number,sayinidinamba,1. A number indicating both a quantity and a direction (either positive or negative).,,1. Inani elibonisa zombini ubuninzi nomyalelo (nokuba liyaqhubeka okanye liyarhoxa).,
uct_isiXhosa_statistics_glossary_194,Subset,isetana,1. Any set made up of the members of a specified set. The set A is a subset of B if every element of A is also one of the elements of B.,,1. Nayiphi isethi eyenziwe ngamalungu esethi echaziweyo. Isethi u- A yisetana yesethi u- B ukuba onke amalungu ka- A kananjalo ngamalungu ka-B.,
uct_isiXhosa_statistics_glossary_195,Substitution,utshintsho,"1. Replacement of variables by their values or by equivalent expressions, usually followed by collection of terms and simplification.",,"1. Ukubuyisela izimeli-manani ngamaxabiso azo okanye ngeembonakalo ezilinganayo, kudla ngokulandelwa yingqokelela yamagama e-aljebra nokwenza lula.",
uct_isiXhosa_statistics_glossary_196,Subtract,thabatha,"1. Add the additive inverse, e.g. a-b = a+(-b).",,"1. Dibanisa umguqulelwa wokudibanisa, umz., a-b = a+(-b).",
uct_isiXhosa_statistics_glossary_197,Subtraction,ukuthabatha,1. Addition of the additive inverse.,,1. Ukudibanisa umguqulelwa wokudibanisa.,
uct_isiXhosa_statistics_glossary_198,Sum,isam; isiphumo sokudibanisa,1. An outcome of an addition of expressions or values.,,1. Isiphumo somdibaniso wembonakalo okanye amaxabiso.,
uct_isiXhosa_statistics_glossary_199,Summation,ukudibanisa,1. Addition of a set of numbers or expressions.,,1. Ukudibanisa isethi yamanani okanye iimbonakalo.,
uct_isiXhosa_statistics_glossary_200,Supplementary angle,saplimentaliengile,1. Any two angles whose measures sum to 180 degrees.,,1.Nazipi ii-engile ezimbini ezo umdibaniso wemilinganiso yazo ingamaqondo ali-180.,
uct_isiXhosa_statistics_glossary_201,Slope,ithambeka,1. The ratio of vertical to horizontal change between any 2 points along the graph of a line.,,1. Ukwalamana kwenguqu yokuthi nkqo nokunqamleza phakathi kweencam ezi-2 ukuhamba nomgca wegrafu.,
uct_isiXhosa_statistics_glossary_202,Tangent,thanjenti,1. A line intersecting a curve at exactly one point inside a subset of the curve.,,1. Umgca othintela igophe ngqo kwincam enye ngaphakathi kwesetana yesethi yegophe.,
uct_isiXhosa_statistics_glossary_203,Term,themu; igama,"1. A value or expression involving signed numbers, variables and powers, intended to signify a single mathematical entity. (See Expression.)",,"1. Ixabiso okanye imbonakalo ebandakanya amanani asayiniweyo, izimeli-manani namani ophindaphindo, ngenjongo yokuphawula into enye yemathematika. (Jonga imbonakalo).",
uct_isiXhosa_statistics_glossary_204,Test statistic,uvavanyo lweenkcukachamanani,1. A statistic whose value is used in hypothesis testing to decide between a null hypothesis and an alternative hypothesis.,,1. Inkcukacha-manani leyo ixabiso layo lisetyenziswa kuvavanyo lwengcinga eyandulela uvavanyo ukuthatha isigqibo phakathi kwengcinga ethathwa njengenyani etshitshisiweyo nenye ingcinga eyandulela uvavanyo yakuqala.,
uct_isiXhosa_statistics_glossary_205,Theorem,thiyorem,"1. A mathematical statement or rule whose truth is deduced and proved from axioms, either directly or indirectly through prior theorems.",,"1. Inkcazo yemathematika okanye umthetho lowo inyaniso yawo ithathwa yaye ingqinwa ziintetho ezithathwa njengenyaniso, nokuba ngokungqalileyo okanye ngokungangqalanga ngeetheyorem zangaphambili.",
uct_isiXhosa_statistics_glossary_206,Triangle,trayiengile; unxantathu,1. A three-sided polygon.,,1.Ipholigoni enamacala amathathu.,
uct_isiXhosa_statistics_glossary_207,True mean,umyinge wokwenene,1. The population mean. (In contrast with Sample mean.),,1. Umndilili wamalungu. (Thelekisa [nomndilili wesampulu]),
uct_isiXhosa_statistics_glossary_208,True value,ixabiso lokwenene,1. An actual value.,,1. Ixabiso lokwenene.,
uct_isiXhosa_statistics_glossary_209,Type I error,imposiso yohlobo loku1,"1. The mistaken rejection of the null hypothesis in a hypothesis test, when that hypothesis is in fact true, and should be accepted.",,"1. Ukulahla ngempazamo ingcinga eyandulela uvavanyo etshitshisiweyo kuvavanyo lwengcinga ethathwa njengenyani, xa loo ngcinga eyandulela uvavanyo ezinyanisweni iyinyani, yaye kufuneka yamkelwe.",
uct_isiXhosa_statistics_glossary_210,Type II error,imposiso yohlobo lwesi2,"1. The mistaken acceptance of the null hypothesis in a hypothesis test, when that hypothesis is false, and should be rejected.",,"1. Ukwamkela ngempazamo ingcinga eyandulela uvavanyo etshitshisiweyo kuvavanyo lwengcinga yokuqala, xa loo ngcinga eyandulela uvavanyo ibubuxoki, yaye kufuneka ilahlwe.",
uct_isiXhosa_statistics_glossary_211,Transversal,transvesali; nqamlezayo,1. Any line that intersects another line or collection of lines.,,1.Nawuphi umgca onqamlez omnye umgca okanye ingqokelela yemigca.,
uct_isiXhosa_statistics_glossary_212,Trapezoid,traphizoyidi,1. A quadrilateral with at least one set of opposite sides in parallel.,,1. Umacalamane (i-quadrilateral) onobuncinane isethi enye yamacala achaseneyo.,
uct_isiXhosa_statistics_glossary_213,Treatment,ulawulo; usetyenzo,1. A condition that researchers can selectively administer to randomly chosen experimental units or subjects in an experimental study. The intention of the study is to make inferences about the efficacy of the treatment in achieving desired changes.,,1. Imeko leyo abaphandi banokuyilawula ngokukhethayo ukukhetha ngokungenamkhethe iiyunithi okanye abalingwa kuphononongo lomfuniselo. Injongo yophononongo kukwenza iintelekelelo malunga nokusebenza ngempumelelo konyango ekufikeleleni iinguqu ezinqwenelwayo.,
uct_isiXhosa_statistics_glossary_214,Unconditional probability,okunokwenzeka okungathandabuzekiyo,"1. The probability of occurrence of an event, assuming no other information is given.",,"1. Ithemba lokungathi isiganeko singenzeka, xa kuthathwa ukuba alukho olunye ulwazi olunikiweyo.",
uct_isiXhosa_statistics_glossary_215,Undefined,okungachazwanga,Having a quantity that is not defined or does not exist,,,
uct_isiXhosa_statistics_glossary_216,Union,umanyano,1. The union of sets A and B is the set of all elements that are either in A or in B or in both A and B.,,1. Umanyano lweesethi A no-B yisethi yawo onke amalungu akhona nokuba kuku-A okanye ku-B okanye kuzo zombini u-A no-B.,
uct_isiXhosa_statistics_glossary_217,Universal set,iseti jikelele; iseti ephangaleleyo,1. The set of all elements assumed to be relevant in a given context.,,1. Isethi yawo onke amalungu athathwa efanelekile kwimeko enikiweyo.,
uct_isiXhosa_statistics_glossary_218,Upper quartile,ikhwathayili engaphezulu,"1. A value which exceeds 75% of all data values and is less than the remaining 25% of data values. Within an ordered data set of n data values, the lower quartile occupies a rank n/4 from the maximum rank.",,"1. Ixabiso eligqitha ama-75% awo onke amaxabiso edata, yaye linganeno kwamaxabiso edata ashiyekileyo angama-25%. Phakathi kwesethi yedata ehleliweyo yamaxabiso edata angu-n, isine esisezansi sithathe udidi lwe-n/4 ukusuka kolona didi luphezulu.",
uct_isiXhosa_statistics_glossary_219,Value,ixabiso; velyu,"1. A number, obtained by observation or substitution.",,"1. Inani, elifunyenwe ngokuqwalasela okanye ngokuthathela indawo.",
uct_isiXhosa_statistics_glossary_220,Variability,variyebhilithi; ukwahlukana kwamanani,1. The spread of values in a variable or a probability distribution.,,1. Ukwendlaleka kwamaxabiso kusasazo lwesimeli-manani okanye enokwenzeka.,
uct_isiXhosa_statistics_glossary_221,Variable,variyebhuli; isimelimanani,1. A letter that represents an arbitrary numerical value.,,1. Unobumba omele ixabiso lenani lokuzithandela.,
uct_isiXhosa_statistics_glossary_222,Variance,variyensi; uhlengahlengiso locwangciso,"1. A measure of statistical dispersion of a variable, namely the average of the squared deviations of its many values from their expected value.",,"1. Umlinganiso wosasazo lwenkcukacha-manani lwento etshintshayo, kukuthi umndilili weziphambuko ezisikwere zamaxabiso amaninzi ukusuka kwixabiso lawo elilindelekileyo.",
uct_isiXhosa_statistics_glossary_223,Variation,variyeyishini; ukutshintshatshintsha,1. Contrasting appearances and measures.,,1.Thelekisa iimbonakalo nemilinganiso.,
uct_isiXhosa_statistics_glossary_224,Vector,vektha;,1. An array indicating a distance and direction in n-dimensional space.,,1.Uluhlu olubonisa umgama nomyalelo kwisithuba somlinganis ongu-n.,
uct_isiXhosa_statistics_glossary_225,Venn diagram,isazobe sikaVenn; idayagram kaVen,"1. A diagram representing a universal set and mathematical relationships between subsets, by means of overlapping regions within a rectangular figure.",,"1. Umzobo omele isethi jikelele nonxulumano lwemathematika phakathi kweesetana zesethi, ngendlela yokuqabelana kwemimandla phakathi kwesazobe esifana noxande.",
uct_isiXhosa_statistics_glossary_226,Vertex,incopho; ivetheksi,1. The endpoint of an edge of a polygon. / 2. The minimum or maximum point of a graph.,,1. Incam yesiphelo somphetho wepholigoni. / 2. Eyona ncam incinci okanye inkulu yegrafu.,
uct_isiXhosa_statistics_glossary_227,Vertical line,umgca ohlayo,1. A line of the form x = a; i.e. a line whose slope is undefined.,,1.Umgca wohlobo lwe-x = a; oko kukuthi umgca lowo ithambeka lawo lingacaciswanga.,
uct_isiXhosa_statistics_glossary_228,Volume,umthamo; ivolyum,"1. A measure of the space occupied by a three-dimensional figure, given as the number of cubic units needed to precisely fill the figure.",,"1. Umlinganiso wesithuba esithathwe sisazobe semilinganiso emithathu, onikwe njengenani leeyunithi tyhubhiki ezifunekayo ukugcwalisa isazobe ngqo.",
uct_isiXhosa_statistics_glossary_229,Whole numbers,amanani apheleleyo; howulinamba,1. The set .,"0, 1, 2, 3, …","1. Isethi engu- {0, 1, 2, 3, …}.",
uct_isiXhosa_statistics_glossary_230,x-axis,eksi-eksisi; x-eksisi; aksis ka-x; iasi ka-x,1. The horizontal axis of the rectangular coordinate system.,,1. I-eksis enqamlezayo yenkqubo yesilungelelanisi esifana noxande.,
uct_isiXhosa_statistics_glossary_231,x-coordinate,eksikhodineyishini; x-khodineyishini; ulungelelwano luka-x,1. A signed distance from the origin to a line perpendicular to the x-axis passing through a specified point. See Abscissa.,,1. Umgama osayiniweyo ukusuka kwimvelaphi yomgca othe nkqo ukuya kwi-eksis engu-x egqitha kwincam echaziweyo. Jonga i-absisa.,
uct_isiXhosa_statistics_glossary_232,x-intercepts,eksi-intasepthi; uxabo luka-x; x-intasepthi,"1. The x-values of the points where a graph crosses the x-axis; i.e. for the graph of a function f, the solutions of the equation f(x) = 0.",,"1. Amaxabiso ka-x eencam apho igrafu iwela i-eksis ka-x, oko kukuthi ukwenzela igrafu yomsebenzi ongu-f, izisombululo ze-ikhweyizhini engu- f(x) = 0.",
uct_isiXhosa_statistics_glossary_233,y-axis,wayi-aksisi; ieksis ka-y; iasi ka-y; y-eksisi,1. The vertical axis of the rectangular coordinate system.,,1. I-eksis ethe nkqo yenkqubo yesilungelelanisi esifana noxande.,
uct_isiXhosa_statistics_glossary_234,y-coordinate,wayikhodineyishini; ulungelelwano luka-y; y-khodineyishini,1. A signed distance from the origin to a line perpendicular to the y-axis passing through a specified point. (See Ordinate.),,1. Umgama osayiniweyo ukusuka kwimvelaphi ukuya kumgca othe nkqo kwi-eksis engu-y egqirha kwincam echaziweyo. Jonga umgca othe tyaba onxusene nasiphi isilungelelanisi.,
uct_isiXhosa_statistics_glossary_235,y-intercepts,uxabo luka-y; wayi-intasepthi; y-intasepthi,"1. The y-values of the points where a graph crosses the y-axis; i.e. for the graph of a function f, the value of f(0).",,"1. Amaxabiso ka-y eencam apho igrafu iwela i-eksis ka-y; oko kukuthi, ukwenzela igrafu yomsebemzi ka-f, ixabiso lika- f(0).",
uct_isiXhosa_statistics_glossary_236,Zero exponent,iziroeksponenti,1. A non-zero expression or value raised to the power 0. The resulting value is always 1.,,1. Imbonakalo engenguye unothi okanye ixabiso lenani lokuphindaphinda elingu-0. Isiphumo sexabiso ngamaxa onke ngu-1.,
uct_isixhosa_mechanical_engineering_glossary_2023_0,Actuator,iakitshuweyitha,"A transducer that converts electrical, hydraulic, or pneumatic energy to effective motion. For example, in robots, actuators set the manipulator in motion through actuation of the joints. Industrial robots are equipped with motors that are typically electric, hydraulic, or pneumatic.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_1,Amplifier,isandisimandla; iemplifaya,An electronic device that receives on input voltage or current signal and modifies the signal into a driving voltage or current at a different level.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_2,Amplifier,isandisimandla; iemplifaya,An electronic device that receives on input voltage or current signal and modifies the signal into a driving voltage or current at a different level.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_3,Analogue,ianalogu,"A signal represented in a continuous form with respect to continuous time, ascontrasted with digital signal represented in a discrete (discontinuous) form in a sequence of time instant,",,,
uct_isixhosa_mechanical_engineering_glossary_2023_4,Analogue,ianalogu,"contrasted with digital signal represented in a discrete (discontinuous) form in a sequence of time instant,",,,
uct_isixhosa_mechanical_engineering_glossary_2023_5,Attenuation,ucuthomandla; iathenyuweyishini,"The exponential decrease with distance, in the amplitude of an electric signal traveling along a very long transmission line due to losses in the supporting medium.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_6,Autonomous,zimeleyo,"Operation of a sequential circuit in which no external signals, other than clock signals, are applied. The necessary logic inputs are derived internally using feedback circuits.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_7,Bandwidth,ibhendiwithi,"(1) The frequency range of a message or information processing system measured in hertz. (2) width of the spectral region over which an amplifier (or absorber) has substantial gain (or loss); sometimes represented more specifically as, for example, full width at half maximum. (3) the property of a control system or component describing the limits of sinusoidal input frequencies to which the system/component will respond",,,
uct_isixhosa_mechanical_engineering_glossary_2023_8,Bus,isidlulisideyitha; ibhasi,"electronics context / A collection of wires, usually forming part of a circuit board, that is used to transfer data between components inside a computer, or between computers.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_9,Capacitance,ulinganiselomthamo,"The measure of the ability to store electric charge. Also, the measure of the ability to store energy in an electric field.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_10,Capacitor,isigcinimbane; ikhaphasitha,A device that stores electrical energy in an electric field. It is a passive electronic component with two terminals.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_11,Circuit,indlela yombane; isekethe,"A physical device consisting of an interconnection of elements, or a topological model of such a device. For example, an electric circuit may be constructed by interconnecting a resistor and a capacitor to a voltage source.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_12,Compensation,uguqulomo yohambisombane,(1) Operations employed in a control scheme to counteract dynamic lags or to modify the transformation between measured variables and controller output to produce prompt stable response. (2) the alteration of the dynamic behavior of a process by the addition of system blocks.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_13,Compile / Compilation,uguqulelokhompuyutheni; uguqulelolwimi kwikhompuyutha,"act of converting programs written in high level programming language, which is understandable and written by humans, into a low-level binary language understood only by the computer.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_14,Deadband,idedibhendi,"(1) The portion of the operating range of a control device or transducer over which there is no change in output. (2) referring to an automatic controller behavior, a range of values of the controlled variable in which no corrective action occurs.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_15,Deadtime,idedithayim; ixesha lonqumamo; ixesha lobuyelo,The time that elapses between the instant that a system input is perturbed and the time that its output starts to respond to that input.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_16,Debugger,isichongingxaki; isichonginkathazo; isalathingxaki; idibhaga,"(1) A program that allows interactive analysis of a running program, by allowing the user to pause execution of the running program and examine its variables and path of execution at any point. (2) program that aids in debugging.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_17,Digital,idijithali,Circuits or systems that employ two valued (binary) signals denoted by the digits 0 and 1. Normally binary 1 is used to indicate high/true and binary 0 to indicate low/false (Positive Logic).,,,
uct_isixhosa_mechanical_engineering_glossary_2023_18,Electromagnetic,isicacisimandla ombane; isibonisimandla ombane,Used to describe the electrical and magnetic forces or effects produced by an electric current.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_19,Electronics,inzululwazi ngezombane,"The branch of science that deals with the study of flow and control of electrons (electricity) and the study of their behavior and effects in vacuums, gases, and semiconductors, and with devices using such electrons.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_20,Encoded,enkhowudedi; -banekhowudi,"The process of putting a sequence of characters (letters, numbers, punctuation, and certain symbols) into a specialized format for efficient transmission o",,,
uct_isixhosa_mechanical_engineering_glossary_2023_21,Feedback,ingxolo erhirhizayo,"(1) Signal or data that is sent back to a commanding unit from a control process output for use as input in subsequent operations. (2) the provision of a path from the output to the input of a system, such that the output may be made a function of both the input and the previous outputs of the system. (3) the technique of sampling the output of an amplifier and using that information to modify the amplifier input signal. A portion of the output is “fed back” to the input.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_22,Filter,isihluzi,"In processing signals, a device that passes a specified range of frequencies and blocks others. Normally used in low-pass, high-pass, or band-pass forms.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_23,Fluidic,fluwidikhi,"The science or technology dealing with the control of a flow of air or some other fluid, used like an electronic circuit to perform functions of sensing, control, computing, etc.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_24,Hardware,isisebenzisisofutiwe; ihadiwe,The computer's tangible components or delivery systems that store and run the written instructions provided by the software.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_25,Holonomic,iholonomikhi,"nonholonomic / Holonomic refers to the relationship between controllable and total degrees of freedom of a robot. If the controllable degree of freedom is equal to total degrees of freedom, then the robot is said to be Holonomic.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_26,Hydraulic,iholonomikhiihayidrolikhi; -sebenza ngolwelo,"An adjective applied to any device in which the working fluid is a liquid, usually water or an oil.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_27,Impedance,ukumelana nophazamiseko; imphidensi,"An expression of the opposition that an electronic component, circuit, or system offers to alternating and/or direct electric current",,,
uct_isixhosa_mechanical_engineering_glossary_2023_28,Inertial-frame,intshukumo ezinzileyo; isalanguquko,Frames in which Newton first law of motion holds i.e. an object at rest and an object in motion remains in constant motion unless acted on by a net force. An inertial reference frame is either at rest or moves with a constant velocity.,,,
