id,eng,afr,zul,xho,ssw,nbl,nso,tsn,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
oertb_data_3098,average tax rate,gemiddelde belastingkoers,i-avareji yezinga lentela,umndilili wezinga lerhafu,tindleko tonkhe letiyimvamisa,i-avareji yenani lomthelo,palogare ya kelo ya motšhelo,pagare ya seelo sa lekgetho,palohare ya tekanyetso ya lekgetho,phimo tshikati ya muthelo,mpimo wa xibalo wa nhlayoxikarhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3099,average total cost,gemiddelde totale koste,i-avareji yesamba sezindleko,umndilili wendleko iyonke,tindleko tonkhe letiyimvamisa,i-avareji yenani leendleko,palogare ya palomoka ya tshenyegelo,palogare ya palogotlhe ya ditshenyegelo,palohare ya ditheko tsohle,tshivhalokati tsha mutengo woṱhe,nxavonkulu wa nhlayoxikarhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3100,average variable cost,gemiddelde veranderlike koste,i-avareji yezindleko eziguqukayo,umndilili wendleko etshintshayo,,i-avareji yeendleko ezitjhugulukako,palogare ya tshenyegelo ya variabole,palogare ya ditshenyegelo tse di sa fetogeng,palohare ya ditheko tse fetohang,tshivhalokati tsha mutengo une wa shanduka,nxavo lowu hambanisekaka wa nhlayoxikarhi,AVC,,AVC,,AVC,,AVC,,,,i-AVC,,AVC,,AVC,,AVC,,AVC,,AVC,
oertb_data_3101,backflows,terugstroming,ukugoduka kwezisebenzi ezingabokufika,imikrozo yokubuya,tifiki tetisebenti letibuyela emuva,iinsebenzi zokufika ezibuyela emakhabo,go boela gae,dithologelomorago,maboela,u humela ha vhashumi kha mashango vhubvo,vutlhelelakaya,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3102,backflows,terugstroming,abasebenzi bokufika abagodukayo,imikrozo yokubuya,kubuyela emuva kwetisebenti letitifiki,ukubuyela emuva kwensebenzi zokufika,go boela gae,dithologelomorago,maboela,vhashumi vho humelaho kha shango la vhubvo,vatlhelelakaya,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3103,balance of payments,betalingsbalans,ibhalansi yokukhokhelana kwamazwe,ibhalansi yeentlawulo,ibhalansi yekukhokhelana kwemave,ibhalansi yeembhadelo,balanse ya ditefelo,dituelo tse di saletseng kwa morago,masalla a ditefo,ndinganyiso ya mbadelo kha vhubindudzi ha mashango mavhili,nsalo wa tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3104,balance of payments account,betalingsbalansrekening,i-akhawunti yebhalansi yokukhokhelana kwamazwe,iakhawunti yebhalansi yeentlawulo,i-akhawunti yebhalansi yekukhokhelana kwemave,i-akhawundi yebhalansi yokubhadalana kweenarha,akhaonte ya balanse ya ditefelo,akhaonto ya dituelo tse di saletseng kwa morago,akhaonto ya masalla a ditefo,ndinganyiso ya mbadelo kha dzi akhaunthu dza mashango mavhili,akhawunti ya nsalo wa tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3105,balance of payments constraint,betalingsbalansbeperking,izinqinamba zebhalansi yokukhokhelana kwamazwe,ukungakhululeki kwebhalansi yeentlawulo,ibhalansi yebumatima bekukhokha,ibhalansi yeemali ezingabhadalwako,thibelo ya balanse ya ditefelo,kganelo ya dituelo tse di saletseng kwa morago,ho ngotlwa ha masalla a tefo,zwithithisi kha ndinganyiso ya mbadelo dza mashango mavhili,ku pfumaleka ka nsalo wa tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3106,balance of payments on current account,betalingsbalans op lopende rekening,ibhalansi yokukhokhelana ema-akhawuntini amazwe,ibhalansi yeentlawulo kwiakhawunti eqhubekayo,ibhalansi yekukhokhelana kwema-akhawunti emave,ibhalansi yokubhadalana ema-akhawundini weenarha,balanse ya ditefelo go akhaonte ya poloko,dituelo tse di saletseng kwa morago mo akhaontong ya,masalla a ditefo ho akhaonto ya jwale,ndinganyiso ya mbadelo kha zwiṱundwa na zwivhambadzelwanda,nsalo wa tihakelo eka akhawunti ya sweswi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3107,balance of payments stability,betalingsbalansstabiliteit,ukuzinza kwebhalansi yokukhokhelana kwamazwe,uzinzo lwebhalansi yeentlawulo,ibhalansi yekusimama kwekukhokhela,ibhalansi yokunzinza kweemali ezibhadalwako,go iketla ga balanse ya ditefelo,balanse ya tlhomamiso ya dituelo,botsitso ba masalla a ditefo,ndinganyiso ya mbadelo dza zwiṱundwa na mbambadzelaseli,ntshamiseko wa nsalo wa tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3108,balance of trade,handelsbalans,ibhalansi yokuhweba,ibhalansi yeshishini,ibhalansi yekuhwebelana,ibhalansi yerhwebo,balanse ya kgwebo,balanse ya kgwebisano,masalla a kgwebisano,phambano ya zwiṱundwa na mbambadzelaseli,nsalo wa bindzu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3109,balance on capital account,balans op kapitaalrekening,ibhalansi e-khauwntini yokuqhuba ibhizinisi,ibhalansi kwiakhawunti yenkunzi,ibhalansi ku-akhawunti yekuchuba libhizimisi,ibhalansi ku-akhawundi yokuraga ibhizinisi,balanse go akhaonte ya letlotlo,madi a a saletseng kwa morago mo akhaontong ya letlotlo,masalla a akhaonto ya kapitale,phambano ya ndaka ya zwithu zwo rengwaho nga vhathu vha lino shango na vhannḓa zwi tshi khou rengwa kha lino shango,nsalo wa akhawuntinkulu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3110,balance on current account,balans op lopende rekening,ibhalansi e-akhawuntini yelizwe,Ibhalansi yeakhawunti eqhubekayo,ibhalansi ku-akhawunti yelive,ibhalansi ku-akhawundi yenarha,balanse go akhaonte ya poloko,balanse ya mo akhaontong ya kelelo,masalla a akhaonto ya jwale,ndinganyiso kha zwiṱundwa na zwibveledzwa,nsalo wa akhawunti ya sweswi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3111,balance on goods,balans op goedere,ibhalansi ezimpahleni okuhwetshelwana ngazo,ibhalansi kwiimpahla,ibhalansi etimphahleni tekuhwebelana,ibhalansi eempahleni okurhwebelanwa ngazo,balanse go dithoto,balanse ya dithoto,masalla a thepa,ndinganyiso kha thundu dza zwiṱundwa na mbambadzelaseli,nsalo wa nhundzu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3112,balance on services,balans op dienste,ibhalansi ezinsizakalweni okuhwetshelwana ngazo,ibhalansi kwiinkonzo,ibhalansi yetinsita ekuhwebelaneni,ibhalansi eensizeni okurhwetjelanwa ngazo,balanse go ditirelo,balanse ya ditirelo,masalla a ditshebeletso,ndinganyiso kha tshumelo dza zwiṱundwa na mbambadzelaseli,nsalo wa vukorhokeri,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3113,balance on trade,balans op handel,ibhalansi ekuhwebeni,ibhalansi kushishino,ibhalansi ekuhwebelaneni,ibhalansi erhwebeni,balanse go kgwebo,balanse ya kgwebisano,masalla kgwebisanong,ndinganyiso kha mbambadzodza zwiṱundwa na mbambadzelaseli,nsalo wa bindzu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3114,balance on trade in goods,balans op handel in goedere,ibhalansi ekuhwebeni ngezimpahla,ibhalansi yoshishino ngeempahla,ibhalansi ekuhwebelaneni ngemphahla,ibhalansi erhwebeni leempahla,balanse go kgwebo ya dithoto,balanse ya kgwebisano ya dithoto,masalla a kgwebisano ya thepa,ndinganyiso kha mbambadzo ya thundudza zwiṱundwa na mbambadzelaseli,nsalo wa bindzu ra nhundzu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3115,balance on trade in services,balans op handel in dienste,ibhalansi ekuhwebeni ngezinsizakalo,ibhalansi yoshishino ngeenkonzo,ibhalansi ekuhwebelaneni ngetinsita,ibhalansi ukurhwebelana ngeensiza,balanse go kgwebo ya ditirelo,balanse ya ditirelo tsa kgwebisano,masalla a kgwebisano ya ditshebeletso,ndinganyiso kha mbambadzo ya tshumelodza zwiṱundwa na mbambadzelaseli,nsalo wa bindzu ra vukorhokeri,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3116,balance sheet,balansstaat,ibhalensi-shidi,iphepha lokubonisa ibhalansi,likhasi lebhalansi,ibhalansi-tjhidi,letlakala la balanse,letlhare la madi a a saletseng kwa morago,leqephe le bontshang masalla,tshitatamennde tsha ndinganyiso,tluka ra nsalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3117,balanced budget,gebalanseerde begroting,ukulingana kwemali engenile nezindleko,uqingqomali oluqoshelisiweyo,liphakelotimali lelibhalansiwe,ibhajede ebhalansiweko,tekanyetšo ye e lekanego,tekanyetsokabo e e lekanyeditsweng,bajete e lekalekanang,ndinganyiso ya mugaganyagwama,mpimanyeto wo ringanela,,,,,,,,,,,,,,,,,lekeno le tshebediso,,,,,
oertb_data_3118,balance-of-payments deficit,betalingsbalanstekort,idefisithi ebhalansini yokukhokhelana kwamazwe,intsilelo kwibhalansi yentlawulo,idifisithi kubhalansi yekukhokhelana kwemave,idifisithi ebhalansini yokubhadalana kweenarha,tlhaelelo ya balanse ya ditefelo,balanse ya dituelotlhaelo,kgaello ya masalla a ditefo,ndinganyiso kha mbadelo ya ṱhahelelo,nkayivelo wa nsalo wa tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3119,balance-of-payments surplus,betalingsbalanssurplus,insalela ebhalansini yokukhokhelana kwamazwe,intsalela kwibhalansi yeentlawulo,insalela kubhalansi yekukhokhelana kwemave,isalela kubhalansi yokubhadalana kweenarha,mašaledi a balanse ya ditefelo,balanse ya dituelophetedi,phaello ya masalla a ditefo,ndinganyiso kha mbadelo dza tshelede yo fhiraho,nkhapo wa nsalo wa tihakelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3120,balancing item,balanseeritem,isilinganiso sokubhalansisa,umba olungelelanisayo,silinganiso sekubhalansisa,isilinganiso sokubhalansisa,selo sa go lekanya,sediriswa sa go lekanyetsa,ntlha e bakang tekano,zwitenwa zwa ndinganyiso,mhaka yo ringanerisa,in the balance of payments,,in die betalingsbalans,,ohwebweni lwamazwe,,kwibhalansi yeentlawulo,,ekuhwebelaneni kwemave,,ekurhwebeni kweenarha,,ka go balanse ya ditefelo,,,,ha ho lekanngwa ditefo,,kha ndinganyiso ya mbadelo ya mashango mavhili,,eka nsalo wa tihakelo,
oertb_data_3121,bank multiplier,bankvermenigvuldiger,amabhili ebhange,iibhili zebhanki,kuphindzaphindza kwelibhangi,okubuyelelako kwebhanga,seatiši sa panka,katisi ya banka,seatisi sa Banka,rashio ine ya shumiswa nga bannga ya vhukati,nyandziso wa bangi,,,,,,,iinkcazo zokuhlawula enye ibhanki,,,,,,,,,,,,,,,
oertb_data_3122,bank bills,bankwissels,amadiphozi ebhange,iidipozithi zebhanki,emabhili elibhange,amabhili webhanga,ditšhupamelato tša panka,dikoloto tsa banka,melato ya banka,vhubindudzi ha muingapfuma wa tshifhinga tshipfufhi,tiakhawunti ta bangi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3123,bank deposits,bankdeposito's,okuphindaphindayo kwebhange,isiphindi sebhanki,emadiphozi elibhange,amadibhozidi webhanga,didipositi tša panka,madi a atsentsweng kwa bankeng,depositi tsa Banka,diphosithi dzine vhathu vha vha nadzo banngani,timali leti nghenisiwaka ebangi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3124,bank reserves,bankreserwes,okugodlwe yibhange,oovimba bebhanki,lokugodlwe elibhange,iimali ezibanjwa yibhanga,matlotlo a panka,ditshomarelo tsa dibanka,dipoloko tsa resefe tsa Banka,mbetshelwa ya bannga,tirhizevhe ta bangi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3125,bankers' bank,bankiersbank,ibhange lamabhange,ibhanki yabagcini bebhanki,libhange lemabhange,ibhanga yamabhanga,panka ya bapanki,banka ya babolokamadi,banka ya Baboloki,bannga ine ya diphositha na u tenda Khadzimiso,bangi ya mubangi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3126,barometric firm price leadership,barometriese firmaprysleiding,ubuholi befemu ekubekeni intengo,ubukhokheli befemu bokuzinzisa intengo,buholi befemu ekubekeni intsengo,ubudosiphambili befemu ekubekeni intengo,boetapele bja theko ye e tiilego ya barometriki,boetapele jo bo tiileng jwa tlhotllhwa ya barometa,boetapele ba ditheko tsa feme tsa sesupo,vhadzhiatsheo ya mutengo,vurhangeri bya nxavo wa feme bya xibaromatiriki,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3127,barrier to entry,toegangsversperring,isivimbo ekungeneni emqhudelwaneni,isithintelo sokungena,sivimbela sekungena,isiqabo sokungena,lepheko la go tsena,leparego la go tsena,thibelo ya ho kena,mulayo wa u thivheḽa u dzhena,tihika ta ku nghena,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3128,barter,ruilhandel,ukushintshiselana,unaniselwano,intjintjisantsengo,ukutjintjelana,gweba,ananya,phapanyetsano,mbambadzelano/Makwevhoṋekano,nxaviselano hi ku cincana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3129,barter economy,ruilhandelekonomie,umnotho wokushintshiselana,uqoqosho lonaniselwano,umnotfo wentjintjisantsengo,umnotho wokutjintjelana,ekonomi ya kgwebišano,ikonomi ya baananyi,moruo wa Phapanyetsano,ikonomi ya mbambadzelano/makwevhoṋekano,ikhonomi ya ku xaviselana hi ku cincana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3130,base year,basisjaar,unyaka wezilinganiso,unyaka wesiseko,umnyaka losisekelo,umnyaka weenlinganiso,ngwaga wa mothalotheo,ngwaga wa motheo,selemo sa motheo,nwaha wa muvhambedzo,lembexitshaku,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3131,base year,basisjaar,unyaka wezilinganiso,unyaka wesiseko,umnyaka losisekelo,umnyaka obhasako,ngwaga wa mothalotheo,ngwaga wa motheo,selemo sa motheo,nwaha wa muvhambedzo,lembexitshaku (ra tinomboro ta xikombo,for index numbers,,vir indekssyfers,,wezinombolo zenkomba,,ukwenzela amanani esalathiso,,wetinombolo neluhlu,,mayelana neenomboro ze-indeksi,,wa dinomoro tša tšhupane,,wa dipalo tsa tshupane,,bakeng sa dipalo tsa tshupane,,nomboro tsumbi,,,
oertb_data_3132,basic needs approach,basiesebehoeftebenadering,indlela yezidingonqangi,indlela yokuhlola impucuko ngokweentswelo zesiseko,indlela yetidzingonchanti yekuhlola intfutfuko,indlela yeendingo zantangi yokuhlola intuthuko,mokgwatirišo wa dinyakwa tša motheo,tlhagiso ya ditlhokego tsa motheo,mokgwa wa ditlhoko tsa motheo,maitele a ṱhoḓea dza mutheo,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3133,basic prices,basiese pryse,amanani aphansi,lintengo ezisiseko,intsengonchanti,amanani aphasi,ditheko tša motheo,ditlhotllhwa tsa motheo,ditheko tsa motheo,mitengo ya mutheo,mixavo ya masungulo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3134,basic rate of tax,basiese belastingkoers,izinga eliphansi lentela,izinga lerhafu lesiseko,lizinga lentsela lelisisekelo,lzinga eliphasi lomthelo,kelo ya motheo ya motšhelo,seelo sa motheo sa lekgetho,tekanyetso ya motheo ya lekgetho,mpimo wa muthelo wa mutheo,mpimo wa xibalo wa masungulo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3135,behavioural equations,gedragsvergelykings,ama-ikhweyishini okuziphatha,imilinganiso yokuziphatha,ema-ikhweshini ekutiphatsa,ama-ikhweyijini wokuziphatha,ditekanyo tša maitshwaro,,ditekanyetso tsa boitshwaro,maitele a ndinganyiso,swiringanisi swa matikhomelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3136,behavioural theories of the firm,firmagedragsteorieë,amathiyori okuziphatha kwefemu,iingcingane zokuziphatha zomzimveliso,umcondvo wekutiphatsa kwefemu,amatiyori wokuziphatha kwefemu,diteori tša maitshwaro tša feme,ditiori tsa maitsholo tsa feme,mehopolo ya boitshwaro ba feme,thyori ya vhudifari ha vhashumi kha feme,miehleketo ya matikhomelo ya feme,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3137,benefit,voordeel,umhlomulo,uncedo/ inzuzo,inzuzo,inzuzo,mohola,poelo,monyetla,mbuelo,mpfuno,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3138,benefit principle of taxation,belastingvoordeelbeginsel,umgomo womhlomulo wentela,umgaqo wokurhafisa uncedo,umgomo wenzuzo ekutseliseni,umgomo wenzuzo ekutheliseni,setheo sa mohola wa go lefiša motšhelo,molawana wa poelo ya lekgetho,leano la monyetla wa lekgetho,mulayo wa mbuelo ya muthelo,nsinya wa mpfuno wa ku barisa,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3139,benefit-reduction rate,voordeelverminderingskoers,izinga lokwehlisa umhlomulo,izinga lokunciphisa uncedo,lizinga lekwehliswa kwenzuzo,izinga lokwehlisa inzuzo,kelo ya phokotšo ya mohola,seelo sa phokotso ya dipoelo,tekanyetso ya phokotso ya monyetla,mpimo wa u fhungudza mbuelo,mpimo wo hunguta mpfuno,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3140,benefits in kind,voordele in goedere,imihlomulo yokunakekelwa,uncedo ngesisa,inzuzo yesihle,inzuzo yesihle,mehola ka pelohlomogi,dipoelo ka mokgwa o mongwe,menyetla ya mofuta oo e seng tjhelete,u fhambana ha mbuelo u ya nga khamphani,mfuno hi ku hanana,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3141,benefits-received principle,voordele-ontvangbeginsel,umgomo wemihlomulo eyamukelwe,umgaqo wamancedo amkelweyo,umgomo wenzuzo letfolwe ekutseliseni,umgomo wenzuzo eyamukelekileko ekutheleni,setheo sa mehola ye e amogetšwego,molawana wa dipoelo tse di amogetsweng,leano la monyetla o fumanweng,mulayo wa u ṱanganedza mbuelo,nsinya wa mpfuno lowu kumiweke,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3142,bilateral monopoly,bilaterale monopolie,imonopholi yokubambisana,ulawulo lomxhamli oyedwa lwamacala amabini,imonopoli yekubambisana,imonopholi yokubambisana,kgwebanoši ya mahlakore a mabedi,kgwebanosi ya mphata a le mabedi,morekisi le moreki a le mong,mbambadzelano/Makwevhoṋekano,vukwangabindzwini bya matlhelo mambirhi,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3143,bill of exchange,wissel,ibhili yokushintshaniselana,ibhili yoTshintshiselwano/ uMyalelo wokuhlawula ebhankini,umtsetfo wekuntjintjiselana,umyalo otlolwe phasi othi umuntu abhadale,tšhupamolato ya neelano,sekoloto sa thefosanelo,bili ya phapanyetsano,thanzieḽa u fulufhedzisa u badela,bili ya ncincano,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3144,black markets,swartmark,izimakethe zasemgwaqeni,imalike ezingekhomthethweni,timakethe tasemgwacweni,iimaraga zeendleleni,mebaraka ye e sego molaong,mebaraka ya Bantsho,mebaraka e metsho,mbambadzo i siho mulayo,timakete leti nga riki enawini.,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3145,black spots,swartkolle,amabala amnyama,iindawo zengozi/ zobunzima,,,marontho a maso,mafelo a Bantsho,dibaka tse ntsho,fhethu hune ha vhanga thaidzo,,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3146,Board of Governors,Beheerraad,IBhodi leziPhathamandla zeZemali,Ibhodi yaBalawuli,Ibhodi yebaphatsi betetimali,IBhodi yabaBusi,Boto ya Babušiši,Lekgotla la Balaodi,Lekgotlana la Balaodi,Bodo ya vhaluvhisi,Huvo ya Vagavhunara,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3147,bond,effek,ibhondi,ibhondi,ibhondi,ibhondi,bonde,bonto,bonto,bondo,xikweleti xa yindlu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3148,boom,oplewing,ukukhula okukhulu,ukunyuka kwamashishini,kukhula kwemnotfo,ukukhula khulu komnotha,katlego,bumu,kgolo,fhufhuma ha ikonomi,ndzalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3149,boosts,hupstote,okukhulisa umnotho ngokushesha,iinkxaso/ Izikhuthazi,kukhuphula,iinkhibelelo,dimatlafatši,dithotloetso,diphahamiso,nḓila ya u alusa ikonomi,nseketelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3150,borrowing,lening,ukuboleka,ukuboleka,kuboleka,ukuboleka,kadimo,go adima,ho kadima,khadzimo,ku lomba,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3151,bracket creep,fiskale sleuring,ukwephula ibhrakhethi,ukuchwechwa komda werhafu,kwephula ibhrakhethi,ukwephula ibhrakhethi,morwalo o boima wa motšhelo,go gagabela lesakana,nyollelo lesakaneng le hodingwana,u gonya ha mitengo,ximanyetelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3152,brain drain,talentverlies,ukufudukela kwamanye amazwe kwezingweti,ukuphuma kweengqondi,kuhamba kwebantfu labanemakhono,ukufudukela kwezinye iinarha kwezazi,phalalo ya bašomi ba bokgoni,kgamololo ya boboko,phallelo ya bahlalefi,u tuwa ha fhathu vho funzeaho,ndzahlekeriwo hi mabyongo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3153,break-even,gelykbreek,ukulingana kwezindleko nemali engenayo,ukulingana kwelahleko nenzuzo,kulingana kwetindleko nemali lengenako,ukulingana kweendleko nemali engenako,maemo a go ba magareng,go se nne le tatlhegelo kgotsa dipoelo,boemo ba bojwalo/tekanyo,nyimele i si na ndozwo na mbuelo,ndzingano wa mpindzulo na ndzahlekelo,,,,,,,,,,,,,,,go lekalekantsha,,,,,,,
oertb_data_3154,break-even income,gelykbreekinkomste,imali engenayo elingana nezindleko,ingeniso yokulingana kwelahleko nenzuzo,imali lengenako lelingana netindleko,imali engenako elingana neendleko,letseno la maemo a go ba magareng,lotseno lwa tekatekantsho,lekeno la boemo ba bojwalo/tekanyo,mbuelo i shumiswaho dzoṱhe,malinghena ya ndzingano wa mpindzulo na ndzahlekelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3155,break-even output,gelykbreekuitset,umkhiqizo olingana lezindleko,isiphumo sokulingana kwenzuzo nelahleko,umkhicito lolingana netindleko,umkhiqizo olingana neendleko,tšweletšo ya maemo a go ba magareng,ntshetsontle ya tekatekantsho,tlhahiso ya boemo ba bojwalo,zwibveledzwa zwi si na mbuelo kana ndozwo,swifikeleriwa swa ndzingano wa mpindzulo na ndzahlekelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3156,Bretton Woods system,Bretton Woods-stelsel,uhlelo lwe-Bretton Woods,inkqubo kaBretton Woods,luhlelo lwa Bretton Woods,irherho laka-Bretton Woods,peakanyo ya Bretton Woods,mokgwa wa Bretton Wood,tshebetso ya Bretton Woods,sisiṱeme ya Bretton Woods,sisiteme ya Bretton Woods,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3157,broad definitions of money,breë definisies van geld,izincazelo ezibanzi zemali,iinkcazo eziBanzi zeMali,inchazelo lebanti yemali,iinhlathululo zemali ezinabileko,ditlhalošo ka bophara tša tšhelete,dithanolo tse di anameng tsa madi,tlhaloso e batsi ya tjhelete,thalutshedzo yo tandavhuwaho ya kheshe,tinhlamuselo to anama ta mali,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3158,broad money in UK,breë geld in die VK,imali ebanzi e-UK,imali ngokuBanzi e-UK,imali lebanti e UK,imali enabileko ku-UK,tšhelete ka bophara go la UK,madi a a anameng kwa Amerika,tjhelete ya phapanyetsano ho UK,tshelede ine ya shumiswa UK,mali yo anama eUK,M4,,M4,,i-M4,,M4,,M4,,M4,,M4,,M4,,M4,,M4,,M4,
oertb_data_3159,budget constraint,begrotingsbeperking,ingcindezi yesabelomali,isithintelo soqingqomali,liphakelotimali lelincane,ukutlhogeka kwemali ebhajedeni,thibelo ya tekanyetšo,dikiletso tsa tekanyetsokabo,ho ngotlwa ha bajete,zwithithisi zwa mugaganyagwama,ntshimbiso wa mpimanyeto,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3160,budget deficit,begrotingstekort,idefisithi yesabelomali,intsilelo yoqingqomali,idifisithi yeliphakelotimali,idifisithi yesabelomali,tlhaelelo ya tekanyetšo,ditlhaelo tsa tekanyetsokabo,kgaello ya bajete,ṱhahelelo ya mugaganyagwama,nkayivelo wa mpimanyeto,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3161,budget line,begrotingslyn,grafu yokusetshenziswa kwesabelomali,umgca woqingqomali,kukhombisa liphakelotimali,umuda webhajede,mothaladi wa tekanyetšo,mola wa tekanyetsokabo,mola wa moedi wa bajete,girafu ya mugaganyagwama,ntila wa mpimanyeto,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3162,budget surplus,begrotingsurplus,insalela yesabelomali,intsalela yoqingqomali,insalela yeliphakelotimali,isalela yebhajede,mašaledi ya tekanyetšo,dipheteledi tsa tekanyetsokabo,phaello ya masalla a bajete,mugaganyagwama wo fhiraho,nkhapo wa mpimanyeto,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3163,buffer stocks,buffervoorraad,isitokwe esigcwaliselayo,izitokhwe zokudambisa,sitoko lesigcwalisako,iintoko ezigade isimetjhe,dithoto tše di tše di šireleditšwego,dithoto tsa tlhomamiso,thepa e boloketsweng bokamoso,tshiṱoko tshine tsha shumiswa musi huna ṱhahelelo,switokonsirhelelo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3164,built-in stabilizer,ingeboude stabiliseerder,isisimamisi esakhelwe phakathi,isizinzisi esakhelweyo,indlela yekusimamisa liphakelotimali,into yokunzinzisa eyakhelweko,setiiša sa ka gare,stlhomamisi se se agaeletsweng mo teng,setsitsisi se bopeletsweng,nḓila ya khwathisa ikonomi nga tshifhinga tsha infḽesheni,xitshamisekiso lexi akeleriweke kwalaho,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3165,burden of a tax,belastinglas,umthwalo wentela,umthwalo werhafu,umtfwalo wentsela,umthwalo womthelo,morwalo wa motšhelo,mokgweleo wa lekgetho,ho kgoka ha lekgetho,vhuleme ha muthelo,ndzhwalo wa xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3166,burden of tax,belastinglas,umthwalo wentela,umthwalo werhafu,umtfwalo wentsela,umthwalo womthelo,morwalo wa motšhelo,mokgweleo wa lekgetho,ho kgoka ha lekgetho,vhuleme ha muthelo,ndzhwalo wa xibalo,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3167,business,besigheid,ibhizinisi,ishishini,libhizimisi,ibhizinisi,kgwebo,kgwebo,kgwebo,bisimusi/ Makwevho/Vhubindudzi,bindzu,,,,,,,,,,,,,,,,,,,,,,
oertb_data_3168,business cycle,sakesiklus,isiyingi sebhizinisi,umjikelo weshishini,siyingi selibhizimisi,umzombe webhizinisi,leboyo la kgwebo,saekele ya kgwebo,sehla sa kgwebo,thendeleko ya ikonomi kha ṅwaha ha muvhalelano,ndzhendzeleko wa bindzu,,,,,,,,,,,,,,,,,,,,,,
