id,eng,sot,nso,ssw,ven,nbl,xho,zul,tsn,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
unisa_multilingual_linguistic_terminology_632,aspirated,,,Ngwacasiphuphutsa,,,,,tumakhuetso,moyahato,,,,,,,Ngungwaca lophinyiswa ngekutsi umoya lomncane uphume kutimphimisi,Bonkhe labongwaca babongwaca siphuphutsi. / Lophuphutsako,,,,,,,,,khemo e nnye ya mowa e ka nako dingwe e latelang modumopuo,"fa re dumisa ditumakhuetso ph,th,tlh,kh jaaka mo go 'o itlhotlhore fa o fetsa go tshetshetha gore o se ka wa kgotlhela motlhatlhana',  mowa o a khuetsega","i nkhuluko wa moya wa matimbanyana lowu heleketaka ku twarisiwa ka xitatisi, lowu kombisiwaka hi letere ra ""h"" eka xitatisi xa kona","[p] i xitatisi xo kala rito, xa milomu kasi [ph] i xitatisi xo kala rito, xa milomu, xa moyahato"
unisa_multilingual_linguistic_terminology_633,body language,,,Lulwimimtimba,,imimi elithulwa mzimba,okubolekiweyo,inkulumo eyethulwa yiminyakazo yomzimba,go dirisa mmele go bua,nkowetaswirho,,,,,,,Kusebentisa titfo temtimba ekuchumaneni nalabanye,Usebentise lwulwimimtimba nakhuluma nami,,,umhlobo wekulumo othulwa kunyakaza komzimba,"EsiNdebeleni kuyavama bona kuhlanganiswe amatjhada amabili nofana angaphezuu. Isibonelo, egameni elithi uNomjanyelwa, Isakhi u-No- sijamele unina ka-. EsiNdebeleni umma uvame ukubizwa ngegama lezibulo lakhe, ngalokho-ke unina kaMjanyelwa uba nguNomjanyelwa.","izimo zolwimi ezithathwa lulwimi okanye sisiyelelane esithile kolunye (Crystal, 2008: 58)",okubolekiweyo kwandisa amagama olwimi,uhlobo lwenkulumo eyethulwa yiminyakazo yomzimba,ukuqhweba umuntu ngesandla kuyisibonelo senkulumo eyethulwa yiminyakazo yomzimba,tiriso ya tsamaiso ya sefatlhego kgotsa mmele  go tlhaeletsa maikutlo le dikakanyo,"ka mokgwa o a neng a eme a ntebile ka gona, ke bone fela ka go bua le nna ka mmele gore ga a batle go nthusa","i matirhiselo ya mavonakelo ya xikandza, mfambafambo wa swirho swa miri naswin'wana naswin'wana.",munhu wo fa mahlo van'wana va nga n'wi hleva hi ku tirhisa nkowetaswirho. / xk: ku tovelana tihlo; ku koka xikandza.
unisa_multilingual_linguistic_terminology_634,bound morphemes,,,Takhi letingenakutimela/teyame kuletinye.,,,,,dipopi tse di momaganeng,swiakinamarhelo,,,,,,,Takhi letingenakutimela todvwa kepha tidzinga kuhlanganiswa naletinye kute tivete umcondvo weligama,Usite ungafaki takhi letingenakutimela kulomusho,,,,,,,,,dipopi tse di momagangwang le kutu ya lefoko go bopa lefoko le le feletseng jaaka ditlhogo le megatlana,Ke a bona . Ga go lefoko le le ka ikemelang ka bonosi mo polelong e go naya bokao jo bo.,"i swiaki swa marito leswi nga kotiki ku tiyimela swi ri swoxe swi tlhela swi humelerisa nhlamuselo yo hetiseka, swi boheka ku khomana na swin'wana swiaki.","xirhangi xa ntsongahato {xi-} na xilandzi xa ntsongahato {-ana} i swiakinamarhelo / xk: nhlamuselo ya rimitsu -von- yi hetiseka ntsena loko ri hlangana na xi/swirhangi na xi/swilandzi ri va ""ndza vona"", ""muvonisiwa"", swsw."
unisa_multilingual_linguistic_terminology_635,cardinal vowel,,,Nkhamisamcoka,,,,,ditumanositekanyetso,xitwarinhlayelo,,,,,,,Noma ngumuphi nkhamisa lophinyiswa lulwimi luphakeme,Kubalulekile kubatibonkhe binkhamisamcoka / Umsindvo wankhamisa,,,,,,,,,ditumanosi tsotlhe tse di dirisiwang ke baitseanape ba sefonetiki go tlhalosa medumo ya dipuo,"puo ya Ngwe, e nale ditumanosi tsa mokadinale ka ntlha ya segalo sa medumo ya yona",i xitwari xihi kumbe xihi lexi humelelaka eka chati ya nhlayelo wa switwari,hi matsalelo ya siku na siku ku na switwari swa ntlhanu swa Xitsonga kambe hi matsalelo ya xifonetiki ku na switwari swa nkombo
unisa_multilingual_linguistic_terminology_636,code-mixing,,,Kuhlanganisela,ṱhanganyo ya nyambo,ukuqarha amalimi amabili emutjhweni.,ukuxuba iilwimi emagameni,ukuxuba inkulumo esemshweni,Tswakanyopuo,nxevelanaririmi,,,,,,,Kuhlanganisa tilwimi letehlukile enkhulumeni ngaphandle kwekushintja sihloko.,Badanile uyakutondza kuhlanganisela lulwimi ngobe wati lulwi milunye.,"ndi u paṱekanya nyambo ṱhukhu mbili kha luambo (kha vha sedze khoudu 1) kana nyambo, dzine kanzhi a dzi shandukisi ṱhoho ya khaseledzo.(Richards and Schmidt, 2010: 88)","ni ḓo vha strong
imagine  vho mu fara
what if  ndo shavha nda waniwa? / ṱhanganyelo ya nyambo",Kulokha amagama welimi elinye aqarhwe ngamagama welinye ilimi emutjhweni owodwa.,"Ngonobangela wokobana abokamisa abalandelani esiNdebeleni, nakungenzeka balandelane kuba nokulumbana kwabokamisa. Esindebeleni abokamisa balandelana kwaphela ebunengini besigaba sobunane nakesetjhumi","ukuxuba iilwimi ezimbini (jonga ulwimi loku-1) okanye iilwimi, kukholisa ukuba kungabikho kutshintshwa kwesihloko ekuthethwa ngaso (Richards and Schmidt, 2010: 88).",ukuxuba iilwimi egameni kungazekeliswa njengokuthi 'iholiday',ukusetshenziswa kwezilimi ezimbili noma ezingaphezulu emshweni owodwa,ukuxuba inkulumo kuvame ukwenziwa ngabantu abakwazi ukukhuluma izilimi ezingaphezu kolimi olulodwa,go tswakanya dipuo tse pedi ka gale kwantle ga go fetola setlhogo,"Sekao: Ke tsamaya this afternoon, ke tla go bona tommorow.","i nkatsano wa tindzimi timbirhi kumbe kutlula loko munhu a vulavula, handle ko cinca mongo wa mhaka","loko u lava ku komba vanhu leswaku wena u n'watindzimi, wo tirhisa nxevelanaririmi / xk: mina ndzi nge swi koti ku hanya hi ku kombela mphe-mphe e a lapisa I'm going home to my mom!"
unisa_multilingual_linguistic_terminology_637,code-switching,,,Kuhlanganisela tilwimi,tshandukiso ya luambo,ukuqarha ikulumo engaphezu komutjho,ukuxuba iilwimi kwintetho,ukuxuba inkulumo ngaphezu komusho,Thefosanyopuo,ncincancincaririmi,,,,,,,Kushintja lulwimi uye kulolunye  enkhulumeni yinye.,Bantwana balesikhatsi bakhuluma bashintje luwlwimi baye kulolunye.,"ndi u shandukiswa hu itwaho nga muambi ( kana muṅwali) u bva kha luṅwe luambo kana luambo lwo fhambanaho u ya kha luṅwe(Richards and Schmidt, 2010: 89)","ndi ḓo ni founela, do you get what I'm saying
 a thi mu toḓi, you know
 do you mean  ndi a lwala nṋe / u ṱanganyiswa ha nyambo",Kulokha okhulumako asebenzisa amalimi amabili (isiNdebele nesiNgisi). Lokhu kuvame khulu emiphakathini ekhuluma amalimi angaphezu kwelilodwa lokha nabakhulumako nofana bathula ukulumo.,"Ikulumo enjengale, Umntwanakhe uzoku- sleep over ngombana uya esilahlweni kusasa, lesi sibonelo sokuvanga amalimi emtjhweni.","ukutshintsha kwesithethi (okanye umbhali) ukususela kulwimini olunye okanye kuhlobo lolwimi ukuya kolunye (Richards and Schmidt, 2010: 89)",intetho efana nokuthi: 'iluggage yam has cost me imali eninzi' ngumzekelo wokuxuba iilwimi kwintetho enye,ukusetshenziswa kwezilimi ezimbili enkulumeni engaphezu komusho,ukuxuba izilimi okungaphezu komusho owodwa kuvela kakhulu kubantu abakhuluma izilimi ezingaphezu kolulodwa,fa mmui kgotsa mokwadi a fetola puo e nngwe a ya kwa go e nngwe,"go tlhakanngwa ga dipuo go tlwaelegile sogolo mo bašweng, jaaka motho a ka re, 'mme o ne a tsamaya ka plane becase it is too far to travel'",i ku tirhisa marito yo huma eka tindzimi timbirhi kumbe kutlula eka xivulwa xin'we,xinkwa xa brown xi nadziha kutlula xa white / eka xivulwa lexi xin'we ku tirhisiwe marito ya Xitsonga na ya Xinghezi
unisa_multilingual_linguistic_terminology_638,coherence,,,Budlelwano,,ukusetjenziswa kweengcezu zekulumo,,ukubumbana kwenkulumo,kgokaganyokakanyo,nkhomano,,,,,,,Budlelwane lobuletsa inshokutsi  enkhulumeni noma emshweni.,Kunebudlelwano kumagama lamadzala nemagama lamasha.,,,"Ukusebenzisana kweengcezu zekulumo, amagama, imitjho neendima okwenza bona ikulumo izwakale.",Umqondo wegama osebaleni ngiwo ohlathulula ihlathululo esisekelo.,,,amagama asetshenziswe enkulumeni ngendlela eyenza   iqondakale,ukubumbana kwenkulumo kulethwa ukusetshenziswa kwamagama ngendlela efanele,botsalano bo bo gokaganyang dikakanyo mo dipolelong tsa sekwalo,"momagano e tlhagelela fa 'a' wa bofelo wa leina, sekai, mo go 'sekaka, o bapa le 'i' wa 'ing', ke gore a+ing jaaka mo go 'masole a gaeletswe kwa sekakeng'",i vuxaka lebyi khomanisaka tinhlamuselo ta swivuriwa eka mbulavulo kumbe n'wangulano kumbe swivulwa eka xitshuriwa xo karhi,xitsalwana xa wena xi pfumala nkhomano / xikombiso xa ndzimana yo pfumala nkhomano: ximanga xi dya kondlo. yindlu yin'wana na yin'wana yi na n'wini mina ndzi muchayeri wa mabazi
unisa_multilingual_linguistic_terminology_639,collective nouns,,,Libitogcogca,,ibizobuthelela {Amabizobuthelela ngilawa: Amabizonto,isiyaleli,amabizoqoqa,mainagoboka,rivitantlawa,,,,,,,Libito  lelisho licembu  nome tintfo letibutselwe ndzawonye.,Sitawusebentisa emabitogcogca kulenkhulumo yetfu.,,,"Igama elisetjenziswelwa ubunengi bezinto eziimhlobo owodwa. / i / ii / > itjherefu, ihlathi, inyanda. Amabizomuntu > ibandla, ibutho, ijima}",,"intetho ngokwezeelwimi esetyenziselwa ukuyalela ekuthethwa naye ukuba enze isenzo(Louwrens, 1994: 26)",fundani'; elo ligama elisisiyaleli,amagama asetshenziswa ukubhekisa kokuningi kohlobo olulodwa,amabizoqoqo akhombisa ubuningi bohlobo oluthile lwento,"ke leina le le kayang setlhopha sa batho, diphologolo kgotsa dilo. Sekao  motlhaphe wa dikgomo",,i muxaka wa riviti leri vulaka ntlawa wa swilo swo fana,"rito ra ""xiputsa"" i rivitantlawa kasi ""miehleketo"" i rivitaswianakanyiwa / xk: ntshungu wa vanhu; ndzeyana ya tinyanyana; mugulugudela wa marhole"
unisa_multilingual_linguistic_terminology_640,compund word,,,Libitombaca,,,,,"lefokotswako {mo polelong e, 'ke lebile tshupadinako ya tlhatlhobo gore ke kgone go ipaakanya', 'tshupadinako', e bopilwe ka tlhogo 'n', lediri 'supa' le sedirwa, 'dinako') supa +dinako}",,,,,,,,Libito lelakhiwe ngekuhlanganisa titfo letimbili tenkhulumo  kute takhe ligama linye.,Libito lakhe lilibitombaca.,,,,,,,,,le bopilwe ka go kopanya mafoko a le mabedi kgotsa go feta go bopa lefoko le lengwe,,,
unisa_multilingual_linguistic_terminology_641,conjuctivism/conjuctive writing,,,,,,,,bokopanyi/mokwalokopanyo,,,,,,,,,,,,,,,,,,molao wa go kwala moo dielelmente tse di farologaneng tsa mafoko a a farologaneng a kwadilwe ka go tshwaragana go dira polelo jaaka mo dipuong tsa seNguni,,,
unisa_multilingual_linguistic_terminology_642,conjugation,,,Ingucuko yesento,,ukutjhuguluka kwesenzo,,ukuguquka kwesenzo,temekiso ya lediri,matlhelo ya riendli {yisa xivulwa lexi eka tlhelo ra riendli / xk: ndza dya,,,,,,,"Indlela sento lesigucuka ngayo ngenca yenkhatsi, bunyenti nebantfu.",Lesento siguculwe sikhatsi sesenteko emshweni.,,,"indlela isenzo esitjhuguluka ngayo ukuveza ukuvuma, ukuphika, ikathi nendlela yesenzo.",IsiNdebele sisebenzisa indlela yokuhlanganisa izakhi zamagama. Ukugijima sibonelo sokutlola ngokuhlanganisa izakhi zegama.,,,"indlela isenzo esiguquka ngayo ukuveza ukuvuma, ukuphika,  inkathi nendlela yesenzo",ukuguquka kwesenzo kungakhomba ukusetshenziswa kwaso okwehlukene emishweni,"ke tsela e lediri le le rileng le fetogang go ya ka paka, motho kgotsa palo go bopa madirimatswa","fa o re 'mme o rekile dijo', lediri, 'rekile', le bontsha temekiso ya lediri go tswa mo pakajaanong, 'reka' go pakapheti, 'rekile'","i ndlela leyi riendlikulu ri kotaka ku cincela eka mikarhi, matlhelo na mahlayelo yo hambana / > ndzi dyile > ndzi tadya; loko ndzi dya; ndza ha ta dya}",
unisa_multilingual_linguistic_terminology_643,connotation,,,Umcondvo lowengetiwe,,ihlathululo,isakhi esimanyana nesivumelanisi,incazelo engaphezulu,bokao-tlaleletso,nhlamuselaengetelo,,,,,,,Umcondvo lowengetiwe kulowo loshiwo ligama.,Asinawemukela umcondvo lowengentiwe kuloluhlatiyo,,,Ihlathululo engaphezu kwaleyo enqophileko etjhiwo ligama.,EsiNdebeleni sinesakhi sokuhlanganisa u-na esisetjenziswa ekuhlanganiseni amagama. Isib. Abesana bakha amahabhula namapentjisi emthini. Isakhi u-na osegameni namapentjisi usihlanganiso.,"isakhi sokuphawula u -a (maxa wambi sibizwa ngokuba sisakhi solandelelwano u -a) esimanyana nesivumelanisi esiyintloko xa izenzi zikulandelelwano (Louwrens, 1994: 35)",isakhi esimanyana nesivumelanisi sikholisa ukubonisa okunye ukwakhiwa kwamagama amatsha,incazelo engaphezu kwencazelo esobala,incazelo engaphezulu yethula okuningi ngegama okubhekiswe kulo,bokao ba tlaleletso bo mafoko  kgotsa dipolelwana di nang le bona go fetisa bokao ba tlwaelo,"bokao-tlaleletso mo go 'Babeile o bela madi', ke ba kamano ya maikutlo bo bo kayang gore o galefile",i tinhlamuselo to engetela leti vaka kona eka rito kumbe xivulwahava ehenhla ka nhlamuseloxidzi,"nyika nhlamuselaengetelo ya rito ""n'wana"" / xk: loko munhu a ku ""ndzi wansati"", a nga va a vula leswaku se u beburile, u na n'wana/vana; a nga va a vula leswaku se u ringanele ku tekiwa, nasw"
unisa_multilingual_linguistic_terminology_644,deadjectival nouns,,,Libitosiphawulo,,ibizo elakhiwe ngesiphawulo {Amagama anobunye nobunengi siyakwazi ukuwabala. Isib. Ilihlo,isenzi esinesiphelo esinxaxhileyo,amabizo akhiwe ngesiphawulo,mainamatswa matlhalosing,,,,,,,,libito lelakhiwe ngesicu sesiphawulo,Mkhulu uyatsanza kusebentisa emabitosiphawulo nachaza tintfo.,,,Ibizo elisuselwa esiphawulweni ngokuhlomelela isithomo sebizo esiqwini sesiphawulo. / > amehlo},,izenzi ezinesiphelo esingalungelelananga; izakhi ezithile ezizimaphambili ezifumaneka kwizenzi,u-'tsho' sisenzi esinesiphelo esinxaxhileyo kuba asipheli ngo-'a' kuhlobo lokuqondisa.,amagama akhiwe ngesiphawulo asuselwa eziphawulweni ngokuphongoza isiqalo sebizo,amabizo akhiwe ngeziphawulo aneziqu zesiphawulo,maina a a bopilweng go tswa mo dikutung tsa matlhalosi,"polelo e, 'dijo tse di monate di a ratega', e dirisitse leinaletswa go tswa letlhaoding, e bong, 'monate'",,
unisa_multilingual_linguistic_terminology_645,enumerative,,,Linani,tshivhalo,inani,isakhi segama esolulayo,inani,lebadi,rihlayi,,,,,,,Sitfo senkhulumo lesisichasiso lesisho linani ngekwekubala,Ngifuna linani letikhwa tanamuhla,ndi mbumbo ine ya vhumbwa nga tshivhalo tsha midzi tshi gumaho.,vhathu vhasili vho swika. Idzi ndi mbudzi dzifhio? Uyu munna u amba luambo lusili.,ligama elihlathulula ibizo,Amagama wesiNdebele agcina ngokamisa.,isakhi segama esifakelwa emva kwengcambu yesenzi,isakhi segama esolulayo singazekeliswa ngezixando zezenzi ezolula intsingselo yezenzi,igama elichaza ibizo ukuthi lingakanani,inani ngolunye lohlobo lwesichasiso,dipopego tse di kayang palo go supa sediri le sedirwa sa polelo,"mo polelong e, 'go fisitswe sekolo sengwe?', sengwe ke lebadi",muxaka wa ribumabumeri,wun'we wa mitirho ya rihlayi i ku kombisa ntsengo wo tanihi vunyingi kumbe vun'we
unisa_multilingual_linguistic_terminology_646,epimestic modality,,,Simo sesento,{vhana vha bika vhuswa,,,,kitso ya mediriso,rimbamahlayelo,,,,,,,Ithiyori lechaza simo sesento enkhulumeni.,Lethiyori yesimo sesento itawusita kuloluhlatiyo lwetfu,"tshivhumbeo tsha mahumbulwa tsha u sengulusa khonadzeo ya maiti na vhushaka ha zwivhumbeo kha luambo(Crystal, 2008: 171) / > mudzi wa liiti -bik + pfala thaphuwi -a. vhatukana vho randekanya tsimu yothe >mudzi wa liiti -rand- + mutshila wa liitekanya -ekany- + pfala thaphuwi -a. ro swika vhashumi vho no neta > thangi ya madzina ya lushaka lwa vhuvhili Vha-+mudzi wa liiti -shum- +mutshila -i. / tshivhumbeo tsha maiiti na maipfi a re na vhushaka na maiti.}",,,,,,,,letlhomeso la tiori ya go sekaka mediriso ya lediri le dipopego tse di tsalanang mo puong,"polelo ya, 'mme a ka goroga mo mesong', e mo modiriso-kgonego","muxaka wa vuhlayelo lowu angarhelaka vutivi, ntshembo na swin'wana",rimbamahlayelo ra kumeka endzeni ka marito yo hambanahambana na swivumbeko swa vuvulavuri
unisa_multilingual_linguistic_terminology_647,free morphemes,,,Takhi letitimele,zwivhumbi zwi imaho zwi zwothe,,,,dipopi tse di ikemetseng,swiakintshunxeko,,,,,,,Sakhi lesivetwa njengemagama lahlukile.,Takhi letitimele tinayo inshokutsi lephelele,"zwipida zwa maipfi zwine zwa shumiswa sa maipfi o khethekanaho. Ipfi line la vhumbwa nga tshipida tshithihi  ndi ipfi-livhumbwa-nga-tshipida-tshithihi; (Crystal, 2008:313)","o rwa nwana. Tshinwelo tshanga tsho tou pha!, Rudzani o tswa manngo. / zwivhumbi zwo diimisaho",,,,,,,dipopi tse di ka tlhagelelang jaaka mafoko a a aroganeng kgotsa lefoko le le bopilweng ke popi e ikemetseng e le nngwe e e bidiwang popinosi,"lediri aga, mo go , 're aga ntlo ya rona', ke popi e e ikemetseng",swinembeletwana leswi kumekaka tanihi marito yo hambana,swiakintshuxeko swi pfuneta ku vumba maritoxiakin'we
unisa_multilingual_linguistic_terminology_648,heterotonal homonyms,,,,,,,,digalontsi tsa makwalwatshwana,,,,,,,,,,,,,,,,,,"mafoko a a nang le dipaterone tse di tshwanang tsa medumo, a na le gape dipaterone tse di tshwanang tsa segalo fela di farologana ka bokao","mo polelong ya 'mme o noka letswai mo nameng', le mo go ya 'noka ya Lepelle e kgadile', go dirisitswe lefoko 'noka' go bontsha ditumatshwano tsa segalo se se farologaneng",,
unisa_multilingual_linguistic_terminology_649,idiom,,,Sisho,,isitjho,,isisho,leele,,,,,,,,Libintana lemagama lanenshokutsi lejulile.,Philani utisebentisa kahle tisho teSiswati,,,"ikulumo engathuli amaqiniso, evame ukusebenzisa isithomo sebizo sesigaba 15 uku-",Yindlela yomuntu othileko asebenzisa ngayo amagama lokha nakhulumako engafani neyomunye umuntu.,,,ulimi olunencazelo ecashile engahambisani nencazelo yalawo magama abonakalayo,isisho nezaga akufani,polelo e e dirang jaaka yuniti e le nngwe e boako ba yona bo sa kgoneng go tlhaloganngwa ka dikarolo tsa yona tse di farologaneng ke gore o ka se le kgaoganye go bona bokao jwa lone,go tlhoka tsebe ke leele le le kayang motho yo o sa reetseng,,
unisa_multilingual_linguistic_terminology_650,impersonal noun,,,,,,,,leina le le kayang dilo,,did you mean impersonal pronoun?,,,,,,,,,,,,,,,,e supa dilo tse e seng batho,"fa ke re 'go siame', 'go', ke leemedi-tho la setlhopha sa 'go' mme ga le a emela motho kgotsa sengwe se se rileng",,
unisa_multilingual_linguistic_terminology_651,labiodental,,,Bondzebetinyo,,,,,tumapou-ino,,,,,,,,Imisindvo lephinyiswa ngekutsintsana kweludzebe lwangephansi nematinyo,Labanye bondzebetinyo abasinalo livi.,,,,,,,,,"pounama ya tlase e tshwanetse go kgoma meno a godimo a dinathi ( Ranamane T D , Snyman JW,  Le ROUX JC , 2000- 2005)","tumarinini-pou, f, e tlhagelela mo mafokong a le mantsi, jaaka, fala, fela, fofa,fara, jalo jalo",,
unisa_multilingual_linguistic_terminology_652,Language,,,,,,,,puo,,,,,,,,,,,,,,,,,,Tsela ya go golagana le batho ba bangwe ka go bua kgotsa go kwala.,"""Dumela Pule"" ke ikgolaganya le Pule ka go mo dumedisa.",,
unisa_multilingual_linguistic_terminology_653,metaphor,,,Sifanisongco,Limethafore,isingathekiso,uhlenga-hlengiso kulwakhiwo lwamagama,isingathekiso,tshwantshiso,,,,,,,,Le indlela yekufanisa lapho kubitwa intfo ngalentfo lefaniswa nayo.,Bafundzi bayatsandza kusebentisa sifaniso ngco enkhulumeni.,,Shumani ndi nguluvhe,ukumadanisa ngokubiza into ngaleyo emadaniswa nayo,"Izwani linobudlelwana nenyawo, nenyawo linobudlelwana nomlenze.","inkqubo apho ulwakhiwo lwamagama abolekiweyo ahlenga-hlengiswayo ukuze ahambelane nenkqubo yolwakhiwo lwamagama yolwimi olungumboleki (Louwrens, 1994:115)",uhlenga-hlengiso kulwakhiwo lwamagama luthetha ukuguqu-guqulwa kwegama xa kusakhiwa elinye kulo,ukuqhathanisa okubiza into ngento okuqhathaniswa nayo,isingathekiso sinomqondo ocashile,papiso e e tshwantshanyang dilo tse pedi mme ga e dirise mafoko jaaka le ekete le tshwana le,"mo polelong e, 'Lerato ke leobu, o tlile go nna thari kwa tirong','ke leobu' e tshwantshisa bonya ba ga Lerato le ba leobu",,
unisa_multilingual_linguistic_terminology_654,oral sounds,,,Imisindvolephinyiswa ngemlomo,Mibvumo ya orala,,,,medumo ya molomo kgotsa legano,mimpfumawulo ya nomo,,,,,,,Imisindvo lephinyiswa nangabelulwimi lutsintsa lwanga lwangemuve besekutsi umoyalovela emaphashini  uyavimbeka.,Imisindvo leminyenti iyaphinyiswa ngemlomo.,Mibvumo ya orala.,"[fh, h, v b, d,  nz.",,,,,,,"medumo puo ya setswana ke medumopuo ya legano gonne e ntshiwa ka legano ebile e dirisa dirwepuo tse di riling dipouna , magalapa, marinini,j.j sekao  dipounama [b] ( Ranamane JD, Snyman JW, Leroux JC, 2000 - 2005)",,"mipfumawulo leyi vumbiwaka loko laka hi le ndzhaku ka nomu ri tlakukela ehenhla, kutani moya lowu sukaka emahahwini wu nga koti ku phohla hi tinhompfu",mipfumawulo ya nomu yi endliwa hi nomu ku nga ri hi tinhompfu
unisa_multilingual_linguistic_terminology_655,personal pronoun,,,,,,,,leemeditota,,,,,,,,,,,,,,,,,,"leina le ledirisiwang go bitsa motho/maemeditota a tsaya maemo a maina a a rileng a batho, mafelo kgotsa dilo; a dirisiwa boemong ba leina (sediri kgotsa sedirwa) go tila go boeletsa le gore polelo e ele bonolo; le fa e le gore a bidiwa maemedi a batho, a kgona go emela dilo, dikakanyo le mafelo; maemedi a batho a ka aroganngwa ka bongwe le bontsi, gape a ka aroganngwa ka motho wa ntlha, wa bobedi le wa boraro.","fa ke re, 'mme o bitsa ngwana, fela ene ga a mo utlwe', e dirisitse leemedi la motho/leemeditho, 'ene' go emela leina, 'ngwana'",,
unisa_multilingual_linguistic_terminology_656,potential,,,,,,,,popi ya kgonego,,prefix,,,,,,,,,,,,,,,,popego ya lediri e e nang le popi ya lediri -ka- e e thadisang tetla kgotsa kgonagalo mo madiring,mo go 'bana ba ka tshameka jaanong' popi ya kgonego 'ka' e bontsha kgonagalo kgotsa tetla ya go tshameka,,
unisa_multilingual_linguistic_terminology_657,potential,,,,,,,,mogatlana wa kgonego,,suffix,,,,,,,,,,,,,,,,mogatla wa lediri o o supang tetla kgotsa kgonagalo,"mo go 'lebati le a bulega', mogatlana wa kgonego, '-ega', mo go 'bulegaa',  bontsha tetla kgotsa kgonego",,
unisa_multilingual_linguistic_terminology_658,proper name/proper noun,,,,,,,,leinaina/leinatota,,,,,,,,,,,,,,,,,,"leina la motho ka nosi/ leina la motho, phologolo kgotsa lefelo","Mapula ke leinatota la leinaina, le le tlwaelegileng thata",,
unisa_multilingual_linguistic_terminology_659,referring expression,,,,,,,ukusho okubhekise kokuthile,puo e e kaelang,,,,,,,,,,,,,,,,ukusetshenziswa kolimi ukubhekisa kumuntu othile noma entweni ethile,ukusho okuthi uMongameli waseMelika kusuke kubhekise kuDonald Trump.,lefoko kgotsa setlhopha sa mafoko kgotsa polelwana e e bontshang sengwe mo lefatsheng la nnete,"mo polelong e, 'basimane bao ba batliwa', polelo e e kaelang ke 'basimane bao'",,
unisa_multilingual_linguistic_terminology_660,Sotho language group,,,Tilwimi teSisutfu,Tshigwada tsha nyambo dza Tshisuthu,,,,setlhopha sa puo ya Sesotho,ririmintlawa ra Xisuthu,,,,,,,"Leti  nguto tokhe tilwimi letifakwa ngaohansi kweSisutfu, Sipedi, Sitswana nesSisutfu sakaMshweshwe.",Licembu letilwimi teSisutfu lunetingcenye letintsatfu.,Tshigwada tsha nyambo dza Tshisuthu.,,,,,,,,"dipuo tsa batho ba Bantsho ba ba nnang kwa Botswana, Lesotho le Aforika Borwa ba ba buang dipuo tsa Sesotho, Setswana le Sesotho",,,Xisuthu xa N'walungu i ririmintlawa ra tindzimi ta Xisuthu
unisa_multilingual_linguistic_terminology_661,toponymy,,,I thophonimi,Ngudo ya madzina a fhethu,,,isifundo ngamagama ezindawo,thophonimi,dyondzo ya mavito ya tindhawu,,,,,,,Sifundvo semagama etindzawo.,Tonkhe tindzawo tinemagama ato .,U guda nga ha madzina a vhupo/fhethu.,,,,,,isifundo esiphathelene namagama ezindawo,ukufunda ngomlando wamagama ezindawo kwenza umuntu abe nolwazi ngokuqanjwa kwamagama ezindawo,thuto ya maina a mafelo,Phenyo o ithuta thophonimi go itse tlhago ya maina a mafelo jaaka porofense ya Limpopo e tswa mo leineng la Noka ya Limpopo,ndzavisiso wa mavito ya tindhawu,Muleteri u endlile ndzavisiso wa dyondzo ya mavito ya tindhawu.
unisa_multilingual_linguistic_terminology_662,velar,,,Malakeni,Vela,,,,galapa,,,,,,,,Ligama leliniketwe umsindvo lowenteka ngekutsi lingemuva lwelulwimi lutsintse emalakeni.,Umfanyana uvuvuke emalakeni akahulumi kahle.,Mubvumo une ri tshi u bula lulimi lwa vha lwo kwama palatala thethe(velamu),[k],,,,,,,medumopuo e e tlhagisiwang ka tiriso ya bomorago ba leleme bo ama magalapa a a boleta,dikao tsa medumo ya galapa di akaretsa 'ny' mo go nyala le 'tsh' mo go tshameka,,
unisa_multilingual_linguistic_terminology_663,vowel coalescence,,,kulumbana kwabonkhamisa,"Mumilano wa pfalandothe {i+i>y, u+a>w}",,,,momagano ya ditumanosi,,,,,,,,Ingucuko yemsindvo lenteka nagabe bonkhamisa bemvelo balandzelana emshweni.,Kulumbana kwbonkhamisa  kuyayigucula imisindvo  lebonkhamisa .,Mumilano wa pfalandothe.,,,,,,,,medumopuo e mebedi e e latelanang mme e tla mmogo go tlhagisa modumo o dipopego tsa teng di tswang mo medumong ka bobedi ya tlhago,"momagano ya ditumanosi e diragala mo phetolelong ya leina, 'leino,  go ya kwa bontsing 'meno'",,
